Date,Team_ID,Team,Opponent,Result,Off Pass Att,Off Pass Yards,Off Int,Location,Off Rush Att,Off Rush Yards,Def Pass Att,Def Pass Yards,Def Rush Att,Def Rush Yards,Def Sacks,Def Sack Yards,Off Plays,Pen,Pen Yards
11/29/08,140,Cincinnati,Syracuse,W 30-10,44,272,1,home,31,140,23,59,27,152,3,17,75,10,107
12/06/08,140,Cincinnati,Hawaii,W 29-24,28,183,2,away,33,139,42,275,24,45,5,31,61,6,58
01/01/09,140,Cincinnati,Virginia Tech,L 7-20,33,239,4,neutral,21,71,23,140,55,258,3,12,54,3,30
08/30/08,147,Clemson,Alabama,L 10-34,34,188,1,neutral,14,0,30,180,50,239,0,0,48,6,43
09/06/08,147,Clemson,FCS,W 45-17,29,273,0,home,34,252,40,338,26,89,1,8,63,6,55
09/13/08,147,Clemson,North Carolina St.,W 27-9,28,262,1,home,29,166,29,152,39,136,2,14,57,7,75
09/20/08,147,Clemson,FCS,W 54-0,31,227,2,home,46,189,35,162,21,-10,3,30,77,6,45
09/27/08,147,Clemson,Maryland,L 17-20,22,151,1,home,41,221,30,172,29,123,0,0,63,6,50
10/09/08,147,Clemson,Wake Forest,L 7-12,35,177,1,away,23,21,36,186,46,156,0,0,58,6,59
10/18/08,147,Clemson,Georgia Tech,L 17-21,32,198,4,home,24,51,12,91,52,207,1,9,56,4,36
11/01/08,147,Clemson,Boston College,W 27-21,33,252,3,away,31,87,39,116,30,120,0,0,64,5,35
11/08/08,147,Clemson,Florida St.,L 27-41,35,237,1,away,36,79,27,153,36,266,2,15,71,5,29
11/15/08,147,Clemson,Duke,W 31-7,38,326,0,home,41,140,27,85,29,83,2,14,79,6,65
11/22/08,147,Clemson,Virginia,W 13-3,29,136,0,away,39,56,39,160,24,30,2,13,68,3,35
11/29/08,147,Clemson,South Carolina,W 31-14,17,199,0,home,47,184,47,212,26,92,1,18,64,5,41
01/01/09,147,Clemson,Nebraska,L 21-26,37,206,2,neutral,26,4,36,236,35,125,0,0,63,7,50
08/31/08,157,Colorado,Colorado St.,W 38-17,29,214,1,home,36,153,38,187,26,71,5,27,65,8,58
09/06/08,157,Colorado,FCS,W 31-24,39,261,1,home,33,90,51,303,22,47,1,8,72,10,70
09/18/08,157,Colorado,West Virginia,W 17-14,33,179,1,home,45,187,15,43,52,311,0,0,78,7,55
09/27/08,157,Colorado,Florida St.,L 21-39,36,154,1,neutral,37,124,22,119,46,259,0,0,73,5,24
10/04/08,157,Colorado,Texas,L 14-38,38,217,0,home,28,49,30,262,46,169,4,35,66,3,27
10/11/08,157,Colorado,Kansas,L 14-30,30,147,2,away,37,86,34,256,40,151,1,3,67,2,30
10/18/08,157,Colorado,Kansas St.,W 14-13,25,106,1,home,57,247,41,237,23,112,1,10,82,6,54
10/25/08,157,Colorado,Missouri,L 0-58,34,158,0,away,35,41,40,302,33,189,2,5,69,4,28
11/01/08,157,Colorado,Texas A&M,L 17-24,34,198,3,away,43,194,31,214,33,94,5,39,77,7,61
11/08/08,157,Colorado,Iowa St.,W 28-24,41,274,1,home,32,148,29,215,44,188,1,6,73,6,50
11/15/08,157,Colorado,Oklahoma St.,L 17-30,38,171,0,home,35,133,23,217,40,226,0,0,73,5,45
11/28/08,157,Colorado,Nebraska,L 31-40,26,249,3,away,22,42,26,229,51,178,4,36,48,2,14
08/31/08,156,Colorado State,Colorado,L 17-38,38,187,2,away,26,71,29,214,36,153,0,0,64,4,18
09/06/08,156,Colorado State,FCS,W 23-20,33,321,1,home,29,95,26,205,32,105,2,20,62,3,22
09/20/08,156,Colorado State,Houston,W 28-25,34,276,0,home,40,146,54,380,22,93,2,16,74,5,51
09/27/08,156,Colorado State,California,L 7-42,36,226,3,away,46,125,26,159,30,189,0,0,82,4,30
10/04/08,156,Colorado State,UNLV,W 41-28,21,294,0,home,44,216,26,173,33,174,1,6,65,7,73
10/11/08,156,Colorado State,TCU,L 7-13,35,188,2,home,28,11,26,166,46,151,1,7,63,3,30
10/18/08,156,Colorado State,Utah,L 16-49,38,188,1,away,31,110,27,222,37,327,0,0,69,3,13
10/25/08,156,Colorado State,San Diego St.,W 38-34,34,296,0,away,33,211,33,166,34,226,0,0,67,3,40
11/01/08,156,Colorado State,Brigham Young,L 42-45,36,270,0,home,29,131,35,389,35,162,2,16,65,8,90
11/08/08,156,Colorado State,Air Force,L 17-38,36,251,2,away,30,103,8,171,51,284,0,0,66,5,35
11/15/08,156,Colorado State,New Mexico,W 20-6,27,237,2,home,43,152,39,204,30,155,0,0,70,4,30
11/22/08,156,Colorado State,Wyoming,W 31-20,29,236,2,away,38,186,43,220,45,209,1,2,67,5,55
12/20/08,156,Colorado State,Fresno St.,W 40-35,30,257,1,neutral,39,362,23,186,39,248,0,0,69,6,60
08/28/08,164,Connecticut,FCS,W 35-3,30,233,3,home,43,218,28,130,28,40,7,47,73,7,70
09/06/08,164,Connecticut,Temple,W 12-9,22,86,1,away,55,293,28,170,34,128,1,7,77,3,37
09/13/08,164,Connecticut,Virginia,W 45-10,15,124,0,home,53,382,38,188,14,31,1,9,68,2,10
09/19/08,164,Connecticut,Baylor,W 31-28,23,125,2,home,46,225,25,208,43,169,2,11,69,2,20
09/26/08,164,Connecticut,Louisville,W 26-21,20,122,0,away,42,157,30,247,41,261,1,9,62,6,40
10/04/08,164,Connecticut,North Carolina,L 12-38,44,210,3,away,40,168,16,117,33,146,2,16,84,11,97
10/18/08,164,Connecticut,Rutgers,L 10-12,20,236,0,away,36,117,35,218,34,76,1,5,56,6,57
10/25/08,164,Connecticut,Cincinnati,W 40-16,42,196,0,home,36,153,47,259,19,30,4,36,78,8,73
11/01/08,164,Connecticut,West Virginia,L 13-35,37,166,3,home,25,119,18,121,51,216,1,5,62,1,5
11/15/08,164,Connecticut,Syracuse,W 39-14,15,70,0,away,44,259,23,51,36,96,5,19,59,4,35
11/23/08,164,Connecticut,South Fla.,L 13-17,24,119,0,away,43,139,18,124,37,123,2,12,67,10,78
12/06/08,164,Connecticut,Pittsburgh,L 10-34,31,80,5,home,44,225,19,141,34,87,0,0,75,3,20
01/03/09,164,Connecticut,Buffalo,W 38-20,6,49,0,neutral,49,358,43,213,19,24,2,8,55,3,29
08/30/08,193,Duke,FCS,W 31-7,31,146,0,home,48,218,11,51,37,188,2,9,79,3,40
09/06/08,193,Duke,Northwestern,L 20-24,47,294,0,home,44,178,33,251,27,77,0,0,91,5,39
09/13/08,193,Duke,Navy,W 41-31,36,317,0,home,34,79,10,150,46,207,2,14,70,3,12
09/27/08,193,Duke,Virginia,W 31-3,33,174,2,home,37,84,42,194,33,110,1,6,70,3,35
10/04/08,193,Duke,Georgia Tech,L 0-27,29,97,1,away,20,35,14,230,59,224,1,7,49,3,45
10/18/08,193,Duke,Miami (Fla.),L 31-49,34,191,0,home,44,142,36,266,29,154,2,13,78,8,53
10/25/08,193,Duke,Vanderbilt,W 10-7,36,222,0,away,36,28,31,210,32,81,4,19,72,7,68
11/01/08,193,Duke,Wake Forest,L 30-33,27,231,2,away,37,145,31,232,43,112,1,7,64,3,43
11/08/08,193,Duke,North Carolina St.,L 17-27,52,317,0,home,28,94,25,218,34,159,1,4,80,5,48
11/15/08,193,Duke,Clemson,L 7-31,27,85,2,away,29,83,38,326,41,140,5,23,56,4,20
11/22/08,193,Duke,Virginia Tech,L 3-14,9,20,4,away,40,116,25,147,47,187,4,27,49,6,58
11/29/08,193,Duke,North Carolina,L 20-28,49,278,1,home,22,72,19,190,47,179,3,8,71,6,65
08/30/08,196,East Carolina,Virginia Tech,W 27-22,25,211,0,neutral,41,158,23,139,35,104,2,12,66,6,60
09/06/08,196,East Carolina,West Virginia,W 24-3,29,243,0,home,42,143,18,72,36,179,3,13,71,9,60
09/13/08,196,East Carolina,Tulane,W 28-24,32,260,1,away,30,56,37,236,37,76,2,10,62,7,60
09/20/08,196,East Carolina,North Carolina St.,L 24-30,32,210,1,away,30,173,39,257,34,127,1,5,62,3,25
09/27/08,196,East Carolina,Houston,L 24-41,28,149,2,home,36,126,44,399,40,222,3,22,64,7,69
10/11/08,196,East Carolina,Virginia,L 20-35,28,196,0,away,41,89,34,228,33,202,1,8,69,8,70
10/18/08,196,East Carolina,Memphis,W 30-10,24,201,0,home,37,180,23,82,34,102,2,9,61,3,26
11/02/08,196,East Carolina,UCF,W 13-10,34,149,1,away,44,134,21,142,37,82,4,41,78,5,55
11/08/08,196,East Carolina,Marshall,W 19-16,37,287,0,home,38,100,30,137,36,155,2,10,75,6,64
11/15/08,196,East Carolina,Southern Miss.,L 3-21,34,189,2,away,21,66,30,239,40,145,2,24,55,8,87
11/22/08,196,East Carolina,UAB,W 17-13,28,239,2,away,39,56,25,116,35,142,0,0,67,4,36
11/28/08,196,East Carolina,UTEP,W 53-21,28,244,0,home,53,231,41,313,15,57,4,39,81,4,41
12/06/08,196,East Carolina,Tulsa,W 27-24,24,122,0,away,35,156,42,195,55,204,3,12,59,8,72
01/02/09,196,East Carolina,Kentucky,L 19-25,36,296,0,neutral,31,101,31,204,37,106,1,11,67,4,17
08/28/08,204,Eastern Michigan,FCS,W 52-0,29,224,0,home,53,413,23,57,31,75,4,19,82,7,54
09/06/08,204,Eastern Michigan,Michigan St.,L 10-42,31,215,0,away,28,127,16,180,52,238,1,9,59,6,45
09/13/08,204,Eastern Michigan,Toledo,L 17-41,23,131,2,home,47,134,18,114,36,233,0,0,70,8,77
09/20/08,204,Eastern Michigan,Maryland,L 24-51,40,282,3,away,39,171,25,255,34,231,1,8,79,4,45
09/27/08,204,Eastern Michigan,Northern Ill.,L 0-37,39,140,2,home,33,119,17,104,43,235,1,5,72,3,28
10/04/08,204,Eastern Michigan,Bowling Green,W 24-21,30,263,0,away,38,147,34,297,29,94,2,15,68,6,61
10/11/08,204,Eastern Michigan,Army,L 13-17,30,138,0,away,29,117,3,0,59,341,0,0,59,7,55
10/18/08,204,Eastern Michigan,Akron,L 35-42,34,258,1,home,41,182,19,208,42,339,2,14,75,1,15
10/25/08,204,Eastern Michigan,Ball St.,L 16-38,50,309,2,away,29,67,32,245,24,163,1,4,79,5,38
11/01/08,204,Eastern Michigan,Western Mich.,L 10-31,37,272,2,away,37,133,36,339,35,163,1,10,74,4,35
11/22/08,204,Eastern Michigan,Temple,L 52-55,76,484,0,away,19,68,37,370,34,67,1,8,95,5,50
11/28/08,204,Eastern Michigan,Central Mich.,W 56-52,80,516,1,home,25,100,38,378,31,177,2,13,105,9,97
08/30/08,235,Florida,Hawaii,W 56-10,17,151,0,home,38,255,39,181,24,60,4,28,55,13,90
09/06/08,235,Florida,Miami (Fla.),W 26-3,35,256,0,home,27,89,22,79,37,61,3,20,62,5,35
09/20/08,235,Florida,Tennessee,W 30-6,15,96,0,away,39,147,28,162,31,96,0,0,54,9,57
09/27/08,235,Florida,Mississippi,L 30-31,38,319,0,home,35,124,21,185,38,140,2,10,73,5,35
10/04/08,235,Florida,Arkansas,W 38-7,29,236,1,away,38,278,38,220,25,141,4,8,67,12,110
10/11/08,235,Florida,LSU,W 51-21,21,210,0,home,41,265,41,241,26,80,2,15,62,6,53
10/25/08,235,Florida,Kentucky,W 63-5,18,232,1,home,41,214,36,127,33,141,1,4,59,7,62
11/01/08,235,Florida,Georgia,W 49-10,17,188,0,neutral,38,185,37,292,29,106,2,16,55,8,60
11/08/08,235,Florida,Vanderbilt,W 42-14,21,191,1,away,38,231,22,114,39,150,0,0,59,7,70
11/15/08,235,Florida,South Carolina,W 56-6,22,173,0,home,41,346,37,120,25,53,4,18,63,5,45
11/22/08,235,Florida,FCS,W 70-19,22,311,0,home,37,394,37,214,38,103,4,24,59,3,25
11/29/08,235,Florida,Florida St.,W 45-15,22,185,0,away,46,317,32,140,33,102,4,35,68,8,71
12/06/08,235,Florida,Alabama,W 31-20,22,216,0,neutral,42,142,25,187,33,136,1,11,64,6,45
01/08/09,235,Florida,Oklahoma,W 24-14,30,231,2,neutral,44,249,41,256,29,107,2,18,74,8,81
08/30/08,229,Florida Atlantic,Texas,L 10-52,39,255,1,away,23,37,35,271,46,232,0,0,62,7,60
09/06/08,229,Florida Atlantic,UAB,W 49-34,35,358,0,home,25,196,48,326,35,156,5,23,60,5,65
09/13/08,229,Florida Atlantic,Michigan St.,L 0-17,34,143,0,away,27,82,15,88,58,259,0,0,61,7,53
09/20/08,229,Florida Atlantic,Minnesota,L 3-37,39,175,4,away,25,101,24,235,40,206,0,0,64,6,34
09/30/08,229,Florida Atlantic,Middle Tenn. St.,L 13-14,27,208,2,away,42,155,36,268,29,55,1,9,69,8,62
10/07/08,229,Florida Atlantic,Troy,L 17-30,41,283,2,home,31,75,24,127,51,233,0,0,72,7,47
10/18/08,229,Florida Atlantic,Western Ky.,W 24-20,23,174,0,away,44,225,17,77,41,240,1,8,67,11,100
10/25/08,229,Florida Atlantic,La.-Monroe,W 29-28,39,267,2,away,30,151,29,216,36,155,1,6,69,10,136
11/08/08,229,Florida Atlantic,North Texas,W 46-13,28,251,2,home,41,256,24,133,37,122,1,10,69,11,94
11/15/08,229,Florida Atlantic,La.-Lafayette,W 40-29,28,307,0,home,33,216,33,204,47,228,1,4,61,8,95
11/22/08,229,Florida Atlantic,Arkansas St.,L 14-28,38,196,1,away,23,63,28,279,42,203,0,0,61,4,39
11/29/08,229,Florida Atlantic,Florida Int'l,W 57-50,50,389,1,home,36,135,48,400,37,112,2,8,86,10,105
12/26/08,229,Florida Atlantic,Central Mich.,W 24-21,36,306,0,neutral,36,112,40,253,31,127,1,6,72,2,25
08/30/08,231,Florida International,Kansas,L 10-40,29,73,2,away,26,66,52,256,36,128,1,6,55,6,30
09/06/08,231,Florida International,Iowa,L 0-42,36,162,2,away,27,56,25,271,41,241,0,0,63,4,25
09/20/08,231,Florida International,South Fla.,L 9-17,21,117,1,home,34,72,22,136,49,184,2,12,55,10,65
09/27/08,231,Florida International,Toledo,W 35-16,13,98,0,away,45,141,46,208,31,94,1,8,58,8,50
10/04/08,231,Florida International,North Texas,W 42-10,20,237,0,away,39,110,50,309,33,119,3,32,59,9,78
10/11/08,231,Florida International,Middle Tenn. St.,W 31-21,29,223,1,home,42,112,27,72,41,171,1,11,71,9,68
10/18/08,231,Florida International,Troy,L 23-33,34,266,1,away,36,83,29,255,40,137,1,10,70,10,72
11/01/08,231,Florida International,La.-Lafayette,L 20-49,24,153,1,away,31,117,19,216,57,228,1,10,55,13,112
11/08/08,231,Florida International,Arkansas St.,W 22-21,34,359,0,home,22,48,26,149,49,222,5,31,56,10,75
11/22/08,231,Florida International,La.-Monroe,L 27-31,31,239,0,home,32,124,25,156,41,173,0,0,63,10,75
11/29/08,231,Florida International,Fla. Atlantic,L 50-57,48,400,1,away,37,112,50,389,36,135,1,8,85,7,51
12/06/08,231,Florida International,Western Ky.,W 27-3,34,292,0,home,47,143,37,138,23,42,2,23,81,9,98
09/06/08,234,Florida State,FCS,W 69-0,25,271,0,home,32,290,25,119,33,57,3,12,57,8,58
09/13/08,234,Florida State,FCS,W 46-7,36,297,0,home,32,197,18,135,31,29,4,39,68,5,45
09/20/08,234,Florida State,Wake Forest,L 3-12,36,118,5,home,28,102,30,217,38,59,2,16,64,12,139
09/27/08,234,Florida State,Colorado,W 39-21,22,119,1,neutral,46,259,36,154,37,124,4,33,68,12,110
10/04/08,234,Florida State,Miami (Fla.),W 41-39,31,159,2,away,54,281,49,205,14,51,2,18,85,12,98
10/16/08,234,Florida State,North Carolina St.,W 26-17,35,254,0,away,45,138,25,181,22,157,1,9,80,6,55
10/25/08,234,Florida State,Virginia Tech,W 30-20,19,159,0,home,38,89,22,161,34,82,6,35,57,8,73
11/01/08,234,Florida State,Georgia Tech,L 28-31,29,188,1,away,36,196,6,55,45,288,0,0,65,4,22
11/08/08,234,Florida State,Clemson,W 41-27,27,153,1,home,36,266,35,237,36,79,6,49,63,9,96
11/15/08,234,Florida State,Boston College,L 17-27,32,212,3,home,24,73,27,181,47,176,1,9,56,7,61
11/22/08,234,Florida State,Maryland,W 37-3,26,160,0,away,42,172,31,149,29,103,6,43,68,5,40
11/29/08,234,Florida State,Florida,L 15-45,32,140,3,home,33,102,22,185,46,317,1,8,65,7,55
12/27/08,234,Florida State,Wisconsin,W 42-13,37,276,0,neutral,38,134,16,132,38,201,3,17,75,7,85
09/01/08,96,Fresno State,Rutgers,W 24-7,24,216,0,away,39,206,39,263,34,106,1,5,63,6,46
09/13/08,96,Fresno State,Wisconsin,L 10-13,27,225,1,home,33,118,26,150,39,154,0,0,60,2,15
09/20/08,96,Fresno State,Toledo,W 55-54,28,231,0,away,38,189,43,301,46,297,1,6,66,4,33
09/27/08,96,Fresno State,UCLA,W 36-31,31,236,1,away,40,207,20,150,38,234,1,8,71,10,77
10/04/08,96,Fresno State,Hawaii,L 29-32,24,204,3,home,49,318,25,170,33,172,3,15,73,0,0
10/11/08,96,Fresno State,Idaho,W 45-32,23,125,0,home,38,318,39,237,39,215,0,0,61,6,49
10/25/08,96,Fresno State,Utah St.,W 30-28,36,257,0,away,33,154,24,193,39,206,0,0,69,7,53
11/01/08,96,Fresno State,Louisiana Tech,L 35-38,38,296,1,away,26,63,21,117,42,280,2,11,64,4,25
11/07/08,96,Fresno State,Nevada,L 28-41,43,260,2,home,16,106,17,128,61,472,0,0,59,8,57
11/15/08,96,Fresno State,New Mexico St.,W 24-17,20,146,0,home,50,189,38,192,15,-9,5,34,70,4,40
11/21/08,96,Fresno State,San Jose St.,W 24-10,18,71,1,away,43,171,37,205,31,-5,3,33,61,6,75
11/28/08,96,Fresno State,Boise St.,L 10-61,37,211,2,away,35,83,25,248,34,246,0,0,72,4,48
12/20/08,96,Fresno State,Colorado St.,L 35-40,23,186,1,neutral,39,248,30,257,39,362,1,4,62,3,25
08/30/08,257,Georgia,FCS,W 45-21,27,323,0,home,32,212,36,188,35,102,3,18,59,11,70
09/06/08,257,Georgia,Central Mich.,W 56-17,33,289,0,home,36,263,44,250,22,59,1,11,69,9,70
09/13/08,257,Georgia,South Carolina,W 14-7,25,146,0,away,35,106,40,271,16,18,2,15,60,11,112
09/20/08,257,Georgia,Arizona St.,W 27-10,28,285,0,away,39,176,36,208,19,4,4,25,67,12,104
09/27/08,257,Georgia,Alabama,L 30-41,43,274,1,home,16,50,16,205,45,129,1,5,59,10,81
10/11/08,257,Georgia,Tennessee,W 26-14,36,310,2,home,45,148,30,208,15,1,2,15,81,11,76
10/18/08,257,Georgia,Vanderbilt,W 24-14,23,194,2,home,40,231,32,131,26,114,0,0,63,5,47
10/25/08,257,Georgia,LSU,W 52-38,26,249,0,away,36,194,30,309,41,188,2,29,62,7,59
11/01/08,257,Georgia,Florida,L 10-49,37,292,3,neutral,29,106,17,188,38,185,1,6,66,8,49
11/08/08,257,Georgia,Kentucky,W 42-38,27,376,0,away,30,144,20,105,56,226,1,6,57,5,58
11/15/08,257,Georgia,Auburn,W 17-13,24,215,0,away,33,136,31,179,36,124,0,0,57,9,95
11/29/08,257,Georgia,Georgia Tech,L 42-45,40,407,1,home,22,81,6,19,56,409,0,0,62,7,64
01/01/09,257,Georgia,Michigan St.,W 24-12,31,250,1,neutral,33,81,39,205,34,31,6,40,64,7,53
08/28/08,255,Georgia Tech,FCS,W 41-14,15,135,0,home,46,349,37,136,31,122,4,24,61,6,70
09/06/08,255,Georgia Tech,Boston College,W 19-16,13,73,0,away,40,162,36,142,41,120,3,15,53,5,76
09/13/08,255,Georgia Tech,Virginia Tech,L 17-20,9,109,1,away,50,278,15,48,46,199,1,13,59,8,61
09/20/08,255,Georgia Tech,Mississippi St.,W 38-7,9,62,0,home,54,438,50,299,30,108,3,22,63,6,69
10/04/08,255,Georgia Tech,Duke,W 27-0,14,230,0,home,59,224,29,97,20,35,2,14,73,5,40
10/11/08,255,Georgia Tech,FCS,W 10-7,11,120,1,home,47,79,24,153,44,74,6,49,58,6,48
10/18/08,255,Georgia Tech,Clemson,W 21-17,12,91,0,away,52,207,32,198,24,51,1,6,64,6,45
10/25/08,255,Georgia Tech,Virginia,L 17-24,15,103,1,home,41,156,39,270,36,126,1,14,56,2,15
11/01/08,255,Georgia Tech,Florida St.,W 31-28,6,55,1,home,45,288,29,188,36,196,5,32,51,4,22
11/08/08,255,Georgia Tech,North Carolina,L 7-28,23,97,1,away,54,326,19,128,42,186,2,23,77,4,40
11/20/08,255,Georgia Tech,Miami (Fla.),W 41-23,7,46,0,home,56,472,38,283,25,105,2,11,63,3,40
11/29/08,255,Georgia Tech,Georgia,W 45-42,6,19,1,away,56,409,40,407,22,81,2,14,62,5,35
12/31/08,255,Georgia Tech,LSU,L 3-38,25,150,1,neutral,40,164,27,163,35,161,2,15,65,4,40
08/30/08,277,Hawai'i,Florida,L 10-56,39,181,4,away,24,60,17,151,38,255,1,8,63,7,60
09/06/08,277,Hawai'i,FCS,W 36-17,34,305,0,home,34,133,40,233,26,-20,3,37,68,9,75
09/13/08,277,Hawai'i,Oregon St.,L 7-45,35,154,3,away,20,57,36,268,50,217,0,0,55,8,76
09/27/08,277,Hawai'i,San Jose St.,L 17-20,36,225,4,home,29,131,28,152,39,85,2,10,65,11,115
10/04/08,277,Hawai'i,Fresno St.,W 32-29,25,170,0,away,33,172,24,204,49,318,1,9,58,10,82
10/11/08,277,Hawai'i,Louisiana Tech,W 24-14,26,224,1,home,40,177,38,167,37,191,1,7,66,13,127
10/17/08,277,Hawai'i,Boise St.,L 7-27,38,232,5,away,35,56,34,256,31,111,0,0,73,4,30
10/25/08,277,Hawai'i,Nevada,W 38-31,36,289,2,home,28,42,28,173,40,308,3,18,64,7,50
11/01/08,277,Hawai'i,Utah St.,L 14-30,37,233,0,away,27,141,20,223,40,145,4,22,64,9,66
11/08/08,277,Hawai'i,New Mexico St.,W 42-30,35,303,0,away,37,144,38,394,21,6,5,26,72,11,95
11/22/08,277,Hawai'i,Idaho,W 49-17,29,286,0,home,28,70,33,170,40,49,7,56,57,8,83
11/29/08,277,Hawai'i,Washington St.,W 24-10,34,315,1,home,34,63,17,76,37,120,5,23,68,6,60
12/06/08,277,Hawai'i,Cincinnati,L 24-29,42,275,1,home,24,45,28,183,33,139,2,10,66,11,109
12/24/08,277,Hawai'i,Notre Dame,L 21-49,44,326,1,neutral,19,32,28,413,34,65,2,8,63,8,69
08/30/08,288,Houston,FCS,W 55-3,49,467,0,home,33,148,39,217,23,35,3,15,82,7,65
09/06/08,288,Houston,Oklahoma St.,L 37-56,62,387,0,away,22,96,21,320,51,379,1,11,84,5,35
09/13/08,288,Houston,Air Force,L 28-31,57,362,1,neutral,28,172,7,0,71,380,0,0,85,10,87
09/20/08,288,Houston,Colorado St.,L 25-28,54,380,3,away,22,93,34,276,40,146,2,10,76,4,35
09/27/08,288,Houston,East Caro.,W 41-24,44,399,1,away,40,222,28,149,36,126,2,7,84,5,35
10/09/08,288,Houston,UAB,W 45-20,40,417,0,home,31,132,40,234,38,118,4,40,71,3,23
10/18/08,288,Houston,Southern Methodist,W 44-38,37,404,1,away,38,131,40,365,23,48,2,19,75,8,89
10/28/08,288,Houston,Marshall,L 23-37,42,317,2,away,30,106,25,157,54,249,1,4,72,6,40
11/08/08,288,Houston,Tulane,W 42-14,43,394,1,home,37,299,44,207,27,61,2,12,80,12,143
11/15/08,288,Houston,Tulsa,W 70-30,42,461,0,home,35,180,35,309,46,192,2,5,77,7,90
11/22/08,288,Houston,UTEP,W 42-37,51,480,0,home,32,220,45,362,33,102,1,10,83,8,62
11/29/08,288,Houston,Rice,L 42-56,54,494,1,away,27,140,43,393,38,198,2,11,81,3,28
12/31/08,288,Houston,Air Force,W 34-28,33,252,1,neutral,32,163,18,109,67,243,2,14,65,4,25
08/30/08,295,Idaho,Arizona,L 0-70,27,48,4,away,25,64,31,256,49,265,0,0,52,4,40
09/06/08,295,Idaho,FCS,W 42-27,13,170,0,home,41,235,66,308,22,75,1,10,54,6,64
09/13/08,295,Idaho,Western Mich.,L 28-51,39,334,1,home,42,121,31,241,25,175,1,12,81,9,95
09/20/08,295,Idaho,Utah St.,L 17-42,39,187,1,away,31,83,23,224,45,356,0,0,70,7,70
09/27/08,295,Idaho,San Diego St.,L 17-45,34,169,3,away,40,182,40,445,35,158,0,0,74,2,25
10/04/08,295,Idaho,Nevada,L 14-49,47,292,1,home,28,24,24,243,47,264,0,0,75,8,65
10/11/08,295,Idaho,Fresno St.,L 32-45,39,237,0,away,39,215,23,125,38,318,2,17,78,3,45
10/18/08,295,Idaho,Louisiana Tech,L 14-46,40,224,2,away,19,15,22,192,59,364,1,8,59,8,98
10/25/08,295,Idaho,New Mexico St.,W 20-14,18,59,2,home,48,271,47,324,26,35,3,22,66,6,35
11/01/08,295,Idaho,San Jose St.,L 24-30,21,138,1,home,33,220,31,295,39,106,0,0,54,10,95
11/15/08,295,Idaho,Boise St.,L 10-45,29,225,2,home,37,104,34,210,38,315,0,0,66,7,50
11/22/08,295,Idaho,Hawaii,L 17-49,33,170,3,away,40,49,29,286,28,70,2,6,73,7,55
08/30/08,301,Illinois,Missouri,L 42-52,42,451,2,neutral,35,81,45,323,37,226,1,6,77,8,80
09/06/08,301,Illinois,FCS,W 47-21,27,134,2,home,53,399,17,102,37,176,4,34,80,3,30
09/13/08,301,Illinois,La.-Lafayette,W 20-17,25,147,1,home,44,194,35,200,34,87,3,20,69,9,96
09/27/08,301,Illinois,Penn St.,L 24-38,24,183,1,away,42,189,20,181,44,241,1,7,66,5,40
10/04/08,301,Illinois,Michigan,W 45-20,26,310,0,away,47,191,35,250,35,69,4,33,73,4,45
10/11/08,301,Illinois,Minnesota,L 20-27,42,462,1,home,33,88,27,196,34,116,3,18,75,5,46
10/18/08,301,Illinois,Indiana,W 55-13,22,271,0,home,44,292,29,172,44,141,4,24,66,9,75
10/25/08,301,Illinois,Wisconsin,L 17-27,32,221,3,away,30,88,22,174,45,163,4,15,62,8,47
11/01/08,301,Illinois,Iowa,W 27-24,37,272,2,home,28,60,29,191,40,138,6,30,65,4,35
11/08/08,301,Illinois,Western Mich.,L 17-23,45,328,2,neutral,30,115,40,301,28,64,2,13,75,3,30
11/15/08,301,Illinois,Ohio St.,L 20-30,34,241,1,home,35,214,10,49,52,305,0,0,69,4,40
11/22/08,301,Illinois,Northwestern,L 10-27,37,212,1,away,39,123,33,230,34,109,0,0,76,4,48
08/30/08,306,Indiana,Western Ky.,W 31-13,30,153,1,home,41,297,31,219,31,63,3,18,71,7,63
09/06/08,306,Indiana,FCS,W 45-3,28,222,0,home,53,254,28,121,27,28,4,14,81,0,0
09/20/08,306,Indiana,Ball St.,L 20-42,25,159,2,home,48,256,25,239,42,224,1,2,73,7,77
09/27/08,306,Indiana,Michigan St.,L 29-42,44,284,2,home,28,189,26,261,52,236,0,0,72,9,89
10/04/08,306,Indiana,Minnesota,L 7-16,24,244,1,away,24,49,37,274,44,59,3,18,48,6,64
10/11/08,306,Indiana,Iowa,L 9-45,36,191,1,home,28,95,22,195,51,227,1,11,64,6,50
10/18/08,306,Indiana,Illinois,L 13-55,29,172,0,away,44,141,22,271,44,292,2,13,73,3,25
10/25/08,306,Indiana,Northwestern,W 21-19,35,247,0,home,36,72,35,164,47,152,3,27,71,8,73
11/01/08,306,Indiana,Central Mich.,L 34-37,25,213,1,home,43,272,53,485,31,37,7,52,68,3,25
11/08/08,306,Indiana,Wisconsin,L 20-55,34,141,0,home,38,133,20,160,61,441,2,14,72,4,30
11/15/08,306,Indiana,Penn St.,L 7-34,23,57,1,away,30,123,39,258,38,184,3,23,53,4,41
11/22/08,306,Indiana,Purdue,L 10-62,25,92,2,away,32,122,58,479,33,117,1,3,57,7,54
08/30/08,312,Iowa,FCS,W 46-3,29,212,1,home,44,245,23,83,35,137,1,8,73,4,50
