Date,Team_ID,Team,Opponent,Result,Off Pass Att,Off Pass Yards,Off Int,Location,Off Rush Att,Off Rush Yards,Def Pass Att,Def Pass Yards,Def Rush Att,Def Rush Yards,Def Sacks,Def Sack Yards,Off Plays,Pen,Pen Yards
11/03/12,5,Akron,Kent St.,L 24-35,42,312,0,away,32,130,19,103,40,261,0,0,74,8,76
11/10/12,5,Akron,Massachusetts,L 14-22,51,332,4,home,27,95,39,266,33,61,3,10,78,12,75
11/20/12,5,Akron,Toledo,L 23-35,46,265,1,away,30,67,35,327,34,132,3,12,76,11,63
09/01/12,8,Alabama,Michigan,W 41-14,21,199,0,neutral,42,232,27,200,29,69,1,10,63,7,55
09/08/12,8,Alabama,Western Ky.,W 35-0,20,225,0,home,31,103,31,178,28,46,3,22,51,1,10
09/15/12,8,Alabama,Arkansas,W 52-0,20,213,0,away,45,225,25,79,37,58,4,20,65,7,74
09/22/12,8,Alabama,Fla. Atlantic,W 40-7,26,247,0,home,47,256,13,34,32,76,3,18,73,3,21
09/29/12,8,Alabama,Mississippi,W 33-14,30,180,0,home,34,125,33,138,35,80,5,31,64,2,8
10/13/12,8,Alabama,Missouri,W 42-10,21,171,0,away,47,362,29,126,28,3,3,19,68,7,62
10/20/12,8,Alabama,Tennessee,W 44-13,22,306,0,away,45,233,31,203,27,79,0,0,67,4,23
10/27/12,8,Alabama,Mississippi St.,W 38-7,24,235,0,home,40,179,36,209,21,47,1,8,64,7,63
11/03/12,8,Alabama,LSU,W 21-17,27,165,0,away,25,166,36,296,49,139,3,22,52,1,15
11/10/12,8,Alabama,Texas A&M,L 24-29,34,309,2,home,31,122,31,253,46,165,4,15,65,6,56
11/17/12,8,Alabama,FCS,W 49-0,12,160,0,home,40,300,20,93,28,70,1,8,52,1,15
11/24/12,8,Alabama,Auburn,W 49-0,22,216,0,home,47,267,15,71,32,92,2,3,69,2,10
12/01/12,8,Alabama,Georgia,W 32-28,21,162,1,neutral,51,350,34,281,29,113,3,15,72,2,15
01/07/13,8,Alabama,Notre Dame,W 42-14,28,264,0,neutral,45,265,36,270,19,32,2,16,73,4,40
09/01/12,29,Arizona,Toledo,W 24-17,47,387,1,home,41,237,47,197,47,161,2,16,88,7,56
09/08/12,29,Arizona,Oklahoma St.,W 59-38,41,320,0,home,49,181,60,436,32,200,0,0,90,4,27
09/15/12,29,Arizona,FCS,W 56-0,46,366,0,home,56,323,25,89,29,65,1,10,102,4,34
09/22/12,29,Arizona,Oregon,L 0-49,52,243,4,away,32,89,36,267,53,228,0,0,84,5,51
09/29/12,29,Arizona,Oregon St.,L 35-38,53,403,2,home,23,142,45,433,43,180,2,13,76,6,59
10/06/12,29,Arizona,Stanford,L 48-54,69,491,1,away,34,126,34,360,43,257,1,3,103,8,53
10/20/12,29,Arizona,Washington,W 52-17,22,256,1,home,49,277,52,256,29,124,4,31,71,8,75
10/27/12,29,Arizona,Southern California,W 39-36,51,369,1,home,43,219,49,493,26,125,2,7,94,14,129
11/03/12,29,Arizona,UCLA,L 10-66,30,136,0,away,40,121,30,303,63,308,1,9,70,15,124
11/10/12,29,Arizona,Colorado,W 56-31,14,136,0,home,38,438,20,213,56,224,2,16,52,4,40
11/17/12,29,Arizona,Utah,W 34-24,27,160,0,away,46,320,41,313,36,136,0,0,73,3,30
11/23/12,29,Arizona,Arizona St.,L 34-41,39,230,3,home,57,292,29,191,55,269,1,5,96,1,15
12/15/12,29,Arizona,Nevada,W 49-48,47,382,2,neutral,36,196,32,256,73,403,0,0,83,4,23
08/30/12,28,Arizona State,FCS,W 63-6,20,249,0,home,51,305,26,149,35,88,2,19,71,4,30
09/08/12,28,Arizona State,Illinois,W 45-14,29,318,0,home,38,192,24,101,50,231,6,35,67,1,5
09/15/12,28,Arizona State,Missouri,L 20-24,27,183,2,away,37,113,42,192,46,126,2,11,64,7,54
09/22/12,28,Arizona State,Utah,W 37-7,31,372,0,home,43,140,16,117,38,92,4,24,74,8,51
09/29/12,28,Arizona State,California,W 27-17,46,293,0,away,48,116,28,126,38,159,6,46,94,2,20
10/11/12,28,Arizona State,Colorado,W 51-17,33,332,0,away,44,261,42,180,32,75,5,32,77,5,33
10/18/12,28,Arizona State,Oregon,L 21-43,37,216,4,home,47,192,19,48,60,406,2,17,84,2,10
10/27/12,28,Arizona State,UCLA,L 43-45,35,315,1,home,59,220,31,274,47,212,5,19,94,4,36
11/03/12,28,Arizona State,Oregon St.,L 26-36,41,153,1,away,32,150,33,267,39,157,5,47,73,3,30
11/10/12,28,Arizona State,Southern California,L 17-38,33,179,3,away,35,71,33,222,43,225,2,13,68,7,49
11/17/12,28,Arizona State,Washington St.,W 46-7,32,301,1,home,61,260,49,240,19,1,7,36,93,4,30
11/23/12,28,Arizona State,Arizona,W 41-34,29,191,0,away,55,269,39,230,57,292,1,3,84,7,86
12/29/12,28,Arizona State,Navy,W 62-28,20,268,0,neutral,49,380,12,37,55,313,4,28,69,2,25
09/01/12,31,Arkansas,FCS,W 49-24,34,400,0,home,35,164,37,227,44,95,3,44,69,6,38
09/08/12,31,Arkansas,La.-Monroe,L 31-34,40,281,2,neutral,26,96,68,412,35,138,3,24,66,9,70
09/15/12,31,Arkansas,Alabama,L 0-52,25,79,2,home,37,58,20,213,45,225,0,0,62,1,6
09/22/12,31,Arkansas,Rutgers,L 26-35,39,419,2,home,19,73,35,397,39,128,1,12,58,7,65
09/29/12,31,Arkansas,Texas A&M,L 10-58,59,373,2,away,39,142,47,498,32,218,0,0,98,4,29
10/06/12,31,Arkansas,Auburn,W 24-7,30,256,0,away,30,116,35,281,32,40,8,80,60,4,36
10/13/12,31,Arkansas,Kentucky,W 49-7,34,372,0,home,27,161,15,104,25,66,2,14,61,3,20
10/27/12,31,Arkansas,Mississippi,L 27-30,43,297,2,home,37,167,37,278,37,77,3,26,80,12,70
11/03/12,31,Arkansas,Tulsa,W 19-15,31,272,1,home,33,135,37,222,36,106,2,15,64,5,21
11/10/12,31,Arkansas,South Carolina,L 20-38,41,277,2,away,27,83,25,279,41,104,3,17,68,7,58
11/17/12,31,Arkansas,Mississippi St.,L 14-45,30,233,2,away,33,126,34,302,36,203,3,12,63,9,70
11/23/12,31,Arkansas,LSU,L 13-20,53,359,1,home,24,103,29,217,38,89,3,22,77,5,45
09/01/12,30,Arkansas State,Oregon,L 34-57,44,304,1,away,37,226,39,308,57,297,1,9,81,6,57
09/08/12,30,Arkansas State,Memphis,W 33-28,43,302,0,home,54,317,24,154,32,139,1,3,97,4,32
09/15/12,30,Arkansas State,Nebraska,L 13-42,32,138,1,away,37,148,14,180,59,347,2,23,69,6,39
09/22/12,30,Arkansas State,FCS,W 56-0,16,238,0,home,56,396,27,32,33,98,2,20,72,5,65
09/29/12,30,Arkansas State,Western Ky.,L 13-26,41,208,1,home,39,127,19,122,41,243,1,2,80,8,81
10/04/12,30,Arkansas State,Florida Int'l,W 34-20,23,223,0,away,37,198,31,153,48,188,1,8,60,7,60
10/13/12,30,Arkansas State,South Ala.,W 36-29,22,203,0,home,37,113,38,241,50,132,1,6,59,2,20
10/23/12,30,Arkansas State,La.-Lafayette,W 50-27,31,269,0,away,50,257,41,374,23,76,3,13,81,4,30
11/03/12,30,Arkansas State,North Texas,W 37-19,32,328,0,away,33,146,49,316,30,84,1,4,65,8,84
11/08/12,30,Arkansas State,La.-Monroe,W 45-23,34,334,1,home,34,200,53,357,27,76,3,14,68,5,36
11/17/12,30,Arkansas State,Troy,W 41-34,42,369,1,away,41,226,38,447,33,71,2,15,83,5,44
12/01/12,30,Arkansas State,Middle Tenn. St.,W 45-0,21,238,0,home,47,274,26,114,29,89,0,0,68,1,10
01/06/13,30,Arkansas State,Kent St.,W 17-13,30,213,0,neutral,38,72,33,157,36,193,1,4,68,3,35
09/08/12,725,Army,San Diego St.,L 7-42,9,50,2,away,62,282,21,215,42,228,2,11,71,4,32
09/15/12,725,Army,Northern Ill.,L 40-41,4,8,0,home,86,486,27,342,26,173,0,0,90,5,35
09/22/12,725,Army,Wake Forest,L 37-49,6,77,0,away,77,429,24,221,38,296,1,1,83,2,18
09/29/12,725,Army,FCS,L 3-23,9,57,0,home,45,273,15,151,59,273,3,22,54,6,50
10/06/12,725,Army,Boston College,W 34-31,13,79,0,home,79,516,29,234,28,186,5,37,92,7,56
10/13/12,725,Army,Kent St.,L 17-31,20,132,0,home,70,325,12,84,36,283,1,3,90,2,19
10/20/12,725,Army,Eastern Mich.,L 38-48,11,65,0,away,52,413,31,369,47,208,0,0,63,6,48
10/27/12,725,Army,Ball St.,L 22-30,6,38,0,home,62,341,27,189,52,224,1,4,68,2,10
11/03/12,725,Army,Air Force,W 41-21,6,100,0,home,76,314,29,235,43,103,0,0,82,3,41
11/10/12,725,Army,Rutgers,L 7-28,17,55,0,away,68,282,18,139,34,113,1,8,85,2,10
11/17/12,725,Army,Temple,L 32-63,9,88,0,home,62,407,4,31,57,534,0,0,71,5,27
12/08/12,725,Army,Navy,L 13-17,5,48,0,neutral,67,370,17,130,47,167,1,5,72,3,15
09/01/12,37,Auburn,Clemson,L 19-26,27,194,1,neutral,37,180,35,208,52,320,4,21,64,6,38
09/08/12,37,Auburn,Mississippi St.,L 10-28,22,125,3,away,39,91,29,222,36,166,1,7,61,7,57
09/15/12,37,Auburn,La.-Monroe,W 31-28,19,163,1,home,42,255,48,245,41,165,2,13,61,7,65
09/22/12,37,Auburn,LSU,L 10-12,22,97,2,home,30,86,27,169,44,182,2,15,52,5,37
10/06/12,37,Auburn,Arkansas,L 7-24,35,281,3,home,32,40,30,256,30,116,1,3,67,5,30
10/13/12,37,Auburn,Mississippi,L 20-41,18,112,1,away,41,101,23,251,42,200,2,18,59,6,38
10/20/12,37,Auburn,Vanderbilt,L 13-17,21,109,0,away,33,103,26,173,45,209,1,6,54,4,40
10/27/12,37,Auburn,Texas A&M,L 21-63,21,211,0,home,34,124,33,319,48,352,1,2,55,6,35
11/03/12,37,Auburn,New Mexico St.,W 42-7,17,164,1,home,45,311,31,222,32,83,4,25,62,7,75
11/10/12,37,Auburn,Georgia,L 0-38,22,181,1,home,27,57,25,208,42,289,2,16,49,3,30
11/17/12,37,Auburn,FCS,W 51-7,18,171,0,home,46,341,29,186,25,22,2,11,64,11,79
11/24/12,37,Auburn,Alabama,L 0-49,15,71,2,away,32,92,22,216,47,267,0,0,47,8,77
08/30/12,77,BYU,Washington St.,W 30-6,37,303,0,home,41,123,45,229,16,-5,3,22,78,10,112
09/08/12,77,BYU,FCS,W 45-13,42,307,1,home,37,225,28,139,43,115,6,40,79,6,69
09/15/12,77,BYU,Utah,L 21-24,37,206,1,away,42,106,27,196,35,49,4,22,79,12,75
09/20/12,77,BYU,Boise St.,L 6-7,19,61,3,away,39,139,26,145,40,116,1,5,58,8,64
09/28/12,77,BYU,Hawaii,W 47-0,24,144,1,home,54,396,27,108,27,41,3,33,78,6,70
10/05/12,77,BYU,Utah St.,W 6-3,36,235,1,home,45,145,39,202,24,41,3,13,81,6,50
10/13/12,77,BYU,Oregon St.,L 24-42,51,305,3,home,33,81,32,332,28,118,2,6,84,6,60
10/20/12,77,BYU,Notre Dame,L 14-17,36,177,2,away,25,66,17,119,43,270,1,8,61,4,35
10/27/12,77,BYU,Georgia Tech,W 41-17,29,228,1,away,46,183,12,40,35,117,1,6,75,7,67
11/10/12,77,BYU,Idaho,W 52-13,42,285,0,home,45,252,38,212,23,61,0,0,87,4,20
11/17/12,77,BYU,San Jose St.,L 14-20,51,335,1,away,33,87,34,305,32,59,2,10,84,4,30
11/24/12,77,BYU,New Mexico St.,W 50-14,50,384,0,away,35,136,24,158,27,29,5,44,85,4,38
12/20/12,77,BYU,San Diego St.,W 23-6,44,244,3,neutral,30,52,29,144,39,119,3,11,74,3,13
08/30/12,47,Ball State,Eastern Mich.,W 37-26,41,267,0,home,55,329,34,186,33,180,0,0,96,6,69
09/08/12,47,Ball State,Clemson,L 27-52,29,128,2,away,40,252,44,372,40,154,0,0,69,4,14
09/15/12,47,Ball State,Indiana,W 41-39,45,234,0,away,44,206,55,423,32,135,4,23,89,6,73
09/22/12,47,Ball State,South Fla.,W 31-27,36,244,0,home,35,169,30,312,45,206,0,0,71,5,65
09/29/12,47,Ball State,Kent St.,L 43-45,43,445,0,away,38,112,32,295,36,166,2,13,81,3,28
10/06/12,47,Ball State,Northern Ill.,L 23-35,71,434,2,home,29,129,23,195,52,314,2,8,100,7,70
10/13/12,47,Ball State,Western Mich.,W 30-24,43,265,1,home,45,168,31,202,38,222,1,3,88,8,74
10/20/12,47,Ball State,Central Mich.,W 41-30,30,231,1,away,51,233,38,339,26,107,3,27,81,5,52
10/27/12,47,Ball State,Army,W 30-22,27,189,1,away,52,224,6,38,62,341,0,0,79,3,30
11/06/12,47,Ball State,Toledo,W 34-27,42,280,3,away,33,166,27,215,51,311,2,7,75,3,35
11/14/12,47,Ball State,Ohio,W 52-27,28,231,0,home,39,357,34,252,40,231,4,22,67,1,10
11/23/12,47,Ball State,Miami (Ohio),W 31-24,22,137,0,away,58,226,40,218,25,103,2,11,80,4,41
12/21/12,47,Ball State,UCF,L 17-38,35,217,0,neutral,24,71,33,272,42,222,0,0,59,6,53
09/02/12,51,Baylor,Southern Methodist,W 59-24,35,393,0,home,32,220,63,362,29,145,0,0,67,10,92
09/15/12,51,Baylor,FCS,W 48-23,41,312,2,home,39,232,39,285,44,126,3,19,80,11,84
09/21/12,51,Baylor,La.-Monroe,W 47-42,41,380,2,away,47,169,42,298,43,262,2,15,88,6,60
09/29/12,51,Baylor,West Virginia,L 63-70,47,581,1,away,45,119,51,656,37,151,1,3,92,6,56
10/13/12,51,Baylor,TCU,L 21-49,23,326,4,home,32,106,30,261,57,248,2,17,55,1,10
10/20/12,51,Baylor,Texas,L 50-56,41,352,1,away,44,255,31,274,44,251,0,0,85,5,55
10/27/12,51,Baylor,Iowa St.,L 21-35,51,426,1,away,30,115,54,381,48,176,0,0,81,7,33
11/03/12,51,Baylor,Kansas,W 41-14,42,367,0,home,49,299,26,96,41,246,2,15,91,13,120
11/10/12,51,Baylor,Oklahoma,L 34-42,33,172,0,away,51,252,36,277,40,183,1,10,84,7,55
11/17/12,51,Baylor,Kansas St.,W 52-24,32,238,2,home,49,342,51,286,31,76,2,15,81,5,65
11/24/12,51,Baylor,Texas Tech,W 52-45,37,396,0,neutral,57,278,41,359,32,208,0,0,94,6,71
12/01/12,51,Baylor,Oklahoma St.,W 41-34,39,296,0,home,55,319,53,342,37,218,0,0,94,9,64
12/27/12,51,Baylor,UCLA,W 49-26,13,188,0,neutral,67,306,52,329,28,33,6,36,80,1,5
08/31/12,66,Boise State,Michigan St.,L 13-17,32,169,1,away,24,37,38,248,52,213,0,0,56,3,35
09/15/12,66,Boise State,Miami (Ohio),W 39-12,31,304,1,home,45,295,28,178,23,49,3,14,76,3,34
09/20/12,66,Boise State,Brigham Young,W 7-6,26,145,0,home,40,116,19,61,39,139,3,18,66,8,65
09/29/12,66,Boise State,New Mexico,W 32-29,34,311,0,away,32,203,12,44,54,330,0,0,66,5,27
10/06/12,66,Boise State,Southern Miss.,W 40-14,30,201,1,away,33,109,36,243,45,181,4,22,63,5,56
10/13/12,66,Boise State,Fresno St.,W 20-10,24,120,1,home,42,215,43,266,30,56,3,21,66,6,60
10/20/12,66,Boise State,UNLV,W 32-7,32,257,1,home,36,137,31,71,42,139,2,20,68,4,50
10/27/12,66,Boise State,Wyoming,W 45-14,32,223,1,away,36,214,36,216,32,54,4,42,68,4,34
11/03/12,66,Boise State,San Diego St.,L 19-21,31,164,1,home,30,112,18,105,43,164,2,7,61,1,9
11/10/12,66,Boise State,Hawaii,W 49-14,33,256,0,away,42,155,36,254,33,-14,6,53,75,8,68
11/17/12,66,Boise State,Colorado St.,W 42-14,22,234,0,home,41,269,20,72,35,157,3,26,63,6,70
12/01/12,66,Boise State,Nevada,W 27-21,28,219,0,away,41,215,20,203,46,227,3,19,69,3,25
12/22/12,66,Boise State,Washington,W 28-26,39,298,0,neutral,36,109,39,242,38,205,4,12,75,3,23
09/01/12,67,Boston College,Miami (Fla.),L 32-41,51,441,1,home,34,96,45,207,34,208,1,8,85,3,30
09/08/12,67,Boston College,FCS,W 34-3,33,219,0,home,41,166,42,134,31,59,0,0,74,5,31
09/15/12,67,Boston College,Northwestern,L 13-22,44,291,0,away,21,25,40,267,60,293,2,15,65,4,48
09/29/12,67,Boston College,Clemson,L 31-45,44,369,2,home,28,51,38,367,46,209,1,16,72,5,40
10/06/12,67,Boston College,Army,L 31-34,29,234,0,away,28,186,13,79,79,516,0,0,57,3,19
10/13/12,67,Boston College,Florida St.,L 7-51,33,129,1,away,32,96,38,448,33,201,1,6,65,4,29
10/20/12,67,Boston College,Georgia Tech,L 17-37,31,264,1,away,16,32,15,172,76,391,0,0,47,3,27
10/27/12,67,Boston College,Maryland,W 20-17,39,287,0,home,27,8,42,240,32,97,1,8,66,3,35
11/03/12,67,Boston College,Wake Forest,L 14-28,51,369,3,away,21,12,57,293,32,116,0,0,72,4,26
11/10/12,67,Boston College,Notre Dame,L 6-21,43,247,1,home,23,53,25,209,40,184,0,0,66,6,40
11/17/12,67,Boston College,Virginia Tech,L 23-30,30,129,1,home,45,167,33,247,48,154,0,0,75,4,40
11/24/12,67,Boston College,North Carolina St.,L 10-27,45,123,3,away,29,199,41,245,39,131,0,0,74,4,23
09/01/12,71,Bowling Green,Florida,L 14-27,52,226,1,away,27,101,21,145,42,220,1,7,79,3,25
09/08/12,71,Bowling Green,Idaho,W 21-13,35,283,1,home,27,90,38,352,20,6,4,29,62,12,89
09/15/12,71,Bowling Green,Toledo,L 15-27,36,216,1,away,29,135,29,322,39,130,2,11,65,4,35
09/22/12,71,Bowling Green,Virginia Tech,L 0-37,42,133,1,away,26,133,29,150,43,246,2,20,68,9,74
09/29/12,71,Bowling Green,FCS,W 48-8,34,332,0,home,39,206,22,75,32,96,1,2,73,5,40
10/06/12,71,Bowling Green,Akron,W 24-10,33,180,1,away,44,292,50,228,26,88,4,34,77,8,57
10/13/12,71,Bowling Green,Miami (Ohio),W 37-12,27,235,1,home,44,251,39,253,20,3,6,26,71,9,85
10/20/12,71,Bowling Green,Massachusetts,W 24-0,36,188,1,away,37,94,34,33,26,85,0,0,73,15,130
10/27/12,71,Bowling Green,Eastern Mich.,W 24-3,21,131,0,home,41,225,24,114,27,64,5,44,62,7,61
11/07/12,71,Bowling Green,Ohio,W 26-14,17,91,0,away,36,197,34,145,44,99,4,40,53,8,71
11/17/12,71,Bowling Green,Kent St.,L 24-31,44,355,3,home,31,83,17,91,42,334,1,16,75,3,18
11/23/12,71,Bowling Green,Buffalo,W 21-7,30,228,3,neutral,42,82,31,168,29,29,7,42,72,4,35
12/27/12,71,Bowling Green,San Jose St.,L 20-29,35,159,0,neutral,30,105,43,395,23,-15,1,9,65,5,55
09/01/12,86,Buffalo,Georgia,L 23-45,25,148,0,away,45,199,27,258,39,227,3,8,70,3,25
09/08/12,86,Buffalo,FCS,W 56-34,24,265,1,home,32,306,18,165,60,201,6,37,56,12,117
09/19/12,86,Buffalo,Kent St.,L 7-23,26,113,3,home,39,168,28,165,53,239,5,30,65,4,50
09/29/12,86,Buffalo,Connecticut,L 17-24,30,220,1,away,39,141,22,227,42,133,3,14,69,3,30
10/06/12,86,Buffalo,Ohio,L 31-38,36,188,0,away,56,313,27,184,36,149,1,10,92,9,110
10/13/12,86,Buffalo,Northern Ill.,L 3-45,49,263,2,away,39,74,25,241,41,219,0,0,88,7,103
10/20/12,86,Buffalo,Pittsburgh,L 6-20,42,165,1,home,39,169,17,128,42,126,1,8,81,5,28
10/27/12,86,Buffalo,Toledo,L 20-25,28,202,0,home,39,170,25,171,46,241,0,0,67,1,15
11/03/12,86,Buffalo,Miami (Ohio),W 27-24,25,137,1,home,39,215,44,242,33,98,3,22,64,4,36
11/10/12,86,Buffalo,Western Mich.,W 29-24,33,285,0,home,49,168,38,275,32,101,4,24,82,11,105
11/17/12,86,Buffalo,Massachusetts,W 29-19,31,237,1,away,41,168,40,215,35,49,8,54,72,10,98
11/23/12,86,Buffalo,Bowling Green,L 7-21,31,168,0,neutral,29,29,30,228,42,82,0,0,60,4,33
09/01/12,107,California,Nevada,L 24-31,39,251,0,home,28,113,32,230,57,220,1,1,67,7,55
09/08/12,107,California,FCS,W 50-31,23,229,1,home,38,289,45,292,34,79,5,30,61,12,106
09/15/12,107,California,Ohio St.,L 28-35,38,288,1,away,41,224,30,249,33,163,0,0,79,4,40
09/22/12,107,California,Southern California,L 9-27,34,173,2,away,36,77,34,192,40,296,0,0,70,7,54
09/29/12,107,California,Arizona St.,L 17-27,28,126,0,home,38,159,46,293,48,116,2,18,66,12,119
10/06/12,107,California,UCLA,W 43-17,30,295,1,home,42,185,47,253,34,128,6,38,72,10,100
10/13/12,107,California,Washington St.,W 31-17,23,189,2,away,50,318,63,384,18,36,3,17,73,8,91
10/20/12,107,California,Stanford,L 3-21,31,214,1,home,28,3,32,223,46,252,1,1,59,5,63
10/27/12,107,California,Utah,L 27-49,32,288,1,away,28,153,24,156,45,188,2,13,60,6,52
11/02/12,107,California,Washington,L 13-21,36,201,1,home,42,249,29,237,39,174,3,21,78,6,55
11/10/12,107,California,Oregon,L 17-59,21,113,2,home,40,236,37,395,48,180,1,6,61,7,89
11/17/12,107,California,Oregon St.,L 14-62,31,132,1,away,40,190,39,359,35,200,1,10,71,15,172
08/30/12,129,Central Michigan,FCS,W 38-27,23,171,1,home,45,324,18,120,42,188,2,14,68,0,0
09/08/12,129,Central Michigan,Michigan St.,L 7-41,38,173,2,home,22,72,37,322,41,173,0,0,60,0,0
09/22/12,129,Central Michigan,Iowa,W 32-31,35,283,0,away,34,111,25,215,28,215,0,0,69,4,25
09/29/12,129,Central Michigan,Northern Ill.,L 24-55,40,332,1,away,31,130,33,215,55,407,1,4,71,6,51
10/06/12,129,Central Michigan,Toledo,L 35-50,44,337,2,away,24,46,40,246,37,187,2,11,68,4,45
10/12/12,129,Central Michigan,Navy,L 13-31,22,151,0,home,22,70,11,134,62,238,2,20,44,3,15
10/20/12,129,Central Michigan,Ball St.,L 30-41,38,339,1,home,26,107,30,231,51,233,0,0,64,7,61
10/27/12,129,Central Michigan,Akron,W 35-14,25,180,0,home,44,264,53,352,29,140,0,0,69,6,50
11/03/12,129,Central Michigan,Western Mich.,L 31-42,41,383,0,home,27,123,33,362,30,151,1,7,68,7,92
11/10/12,129,Central Michigan,Eastern Mich.,W 34-31,34,284,0,away,28,119,26,120,42,294,2,11,62,4,40
11/17/12,129,Central Michigan,Miami (Ohio),W 30-16,23,202,1,home,36,184,44,360,36,74,5,37,59,4,23
11/23/12,129,Central Michigan,Massachusetts,W 42-21,19,82,1,away,42,262,46,253,26,64,2,18,61,4,35
12/26/12,129,Central Michigan,Western Ky.,W 24-21,31,253,0,neutral,34,140,24,199,32,128,1,5,65,6,50
09/06/12,140,Cincinnati,Pittsburgh,W 34-10,28,205,0,home,31,259,37,278,42,137,6,42,59,7,52
09/15/12,140,Cincinnati,FCS,W 23-7,27,208,2,home,49,259,36,151,26,110,2,13,76,3,40
09/29/12,140,Cincinnati,Virginia Tech,W 27-24,43,392,1,neutral,32,103,30,242,34,160,1,9,75,8,50
10/06/12,140,Cincinnati,Miami (Ohio),W 52-14,23,157,0,home,50,272,53,320,19,59,3,20,73,9,84
10/13/12,140,Cincinnati,FCS,W 49-17,24,262,0,home,33,210,42,262,29,42,3,32,57,5,55
10/20/12,140,Cincinnati,Toledo,L 23-29,37,227,2,away,35,251,24,126,43,229,3,19,72,4,45
10/26/12,140,Cincinnati,Louisville,L 31-34,28,157,3,away,41,196,41,416,37,108,3,14,69,6,59
11/03/12,140,Cincinnati,Syracuse,W 35-24,27,207,1,home,53,263,47,286,41,193,1,6,80,8,90
11/10/12,140,Cincinnati,Temple,W 34-10,21,244,0,away,40,228,32,142,35,125,0,0,61,2,15
11/17/12,140,Cincinnati,Rutgers,L 3-10,31,251,2,home,28,90,20,186,47,234,0,0,59,4,40
11/23/12,140,Cincinnati,South Fla.,W 27-10,27,178,0,home,40,194,39,176,38,130,4,25,67,4,50
12/01/12,140,Cincinnati,Connecticut,W 34-17,30,284,0,away,32,72,47,337,29,36,4,36,62,7,56
12/27/12,140,Cincinnati,Duke,W 48-34,25,332,0,neutral,28,222,50,360,39,200,0,0,53,6,59
09/01/12,147,Clemson,Auburn,W 26-19,35,208,1,neutral,52,320,27,194,37,180,2,16,87,6,30
09/08/12,147,Clemson,Ball St.,W 52-27,44,372,0,home,40,154,29,128,40,252,1,8,84,7,63
09/15/12,147,Clemson,FCS,W 41-7,34,314,1,home,34,184,31,242,37,110,0,0,68,3,35
09/22/12,147,Clemson,Florida St.,L 37-49,39,290,1,away,38,136,35,380,40,287,1,10,77,3,30
09/29/12,147,Clemson,Boston College,W 45-31,38,367,1,away,46,209,44,369,28,51,3,18,84,8,54
10/06/12,147,Clemson,Georgia Tech,W 47-31,42,397,2,home,51,204,14,144,46,339,0,0,93,2,15
10/20/12,147,Clemson,Virginia Tech,W 38-17,21,160,1,home,45,135,29,207,49,199,2,9,66,4,39
