Date,Team_ID,Team,Opponent,Result,Off Pass Att,Off Pass Yards,Off Int,Location,Off Rush Att,Off Rush Yards,Def Pass Att,Def Pass Yards,Def Rush Att,Def Rush Yards,Def Sacks,Def Sack Yards,Off Plays,Pen,Pen Yards
11/26/16,30,Arkansas State,La.-Lafayette,L 19-24,57,393,1,away,33,128,24,242,33,50,5,31,90,6,58
12/03/16,30,Arkansas State,Texas St.,W 36-14,21,179,0,away,44,178,27,120,46,117,8,47,65,10,65
12/17/16,30,Arkansas State,UCF,W 31-13,26,205,0,neutral,38,29,48,211,30,12,6,30,64,15,140
09/02/16,725,Army,Temple,W 28-13,5,15,0,away,67,329,26,168,28,83,4,19,72,5,34
09/10/16,725,Army,Rice,W 31-14,6,66,0,home,69,348,30,197,21,92,3,17,75,5,50
09/17/16,725,Army,UTEP,W 66-14,8,174,0,away,73,426,23,166,19,88,1,15,81,2,10
09/24/16,725,Army,Buffalo,L 20-23,10,48,1,away,67,396,31,178,33,87,0,0,77,8,83
10/08/16,725,Army,Duke,L 6-13,11,49,1,away,43,165,16,44,50,145,5,22,54,5,40
10/15/16,725,Army,FCS,W 62-7,13,134,0,home,54,537,38,213,17,10,2,18,67,6,64
10/22/16,725,Army,North Texas,L 18-35,21,94,4,home,67,302,17,118,33,202,2,16,88,9,79
10/29/16,725,Army,Wake Forest,W 21-13,9,145,1,away,64,238,43,220,23,123,0,0,73,2,20
11/05/16,725,Army,Air Force,L 12-31,16,84,2,home,40,144,9,195,52,249,0,0,56,5,35
11/12/16,725,Army,Notre Dame,L 6-44,8,13,1,neutral,42,229,29,215,43,261,0,0,50,7,68
11/19/16,725,Army,FCS,W 60-3,8,57,0,home,60,504,26,96,34,28,6,47,68,4,25
12/10/16,725,Army,Navy,W 21-17,4,35,1,neutral,70,316,10,89,26,112,2,12,74,0,0
12/27/16,725,Army,North Texas,W 38-31,4,53,0,neutral,74,480,40,314,27,96,1,5,78,4,40
09/03/16,37,Auburn,Clemson,L 13-19,30,175,2,home,41,87,34,248,44,151,0,0,71,9,60
09/10/16,37,Auburn,Arkansas St.,W 51-14,23,244,0,home,62,462,30,260,35,66,4,22,85,5,40
09/17/16,37,Auburn,Texas A&M,L 16-29,35,163,0,home,54,236,40,247,37,231,1,11,89,6,28
09/24/16,37,Auburn,LSU,W 18-13,26,234,0,home,49,154,27,118,32,220,4,20,75,4,28
10/01/16,37,Auburn,La.-Monroe,W 58-7,18,278,0,home,66,410,33,139,32,112,2,6,84,3,15
10/08/16,37,Auburn,Mississippi St.,W 38-14,18,204,1,away,56,228,35,186,33,103,3,21,74,5,40
10/22/16,37,Auburn,Arkansas,W 56-3,12,89,0,home,57,543,33,190,31,25,4,25,69,2,10
10/29/16,37,Auburn,Mississippi,W 40-29,22,247,0,away,52,307,59,465,31,105,2,15,74,4,30
11/05/16,37,Auburn,Vanderbilt,W 23-16,17,115,0,home,45,271,38,221,33,120,1,8,62,5,56
11/12/16,37,Auburn,Georgia,L 7-13,22,37,1,away,32,127,33,208,43,135,2,18,54,3,36
11/19/16,37,Auburn,FCS,W 55-0,20,147,0,home,59,451,39,103,24,27,2,15,79,5,50
11/26/16,37,Auburn,Alabama,L 12-30,19,116,1,away,26,66,37,298,44,203,0,0,45,4,19
01/02/17,37,Auburn,Oklahoma,L 19-35,27,154,1,neutral,46,185,28,296,43,228,0,0,73,6,63
09/03/16,77,BYU,Arizona,W 18-16,29,202,0,neutral,47,213,30,213,26,115,4,30,76,8,65
09/10/16,77,BYU,Utah,L 19-20,40,185,2,away,28,146,23,194,42,169,0,0,68,10,112
09/17/16,77,BYU,UCLA,L 14-17,49,250,1,home,25,23,40,307,34,50,1,8,74,2,15
09/24/16,77,BYU,West Virginia,L 32-35,36,241,3,neutral,40,280,40,332,35,149,1,1,76,8,51
09/30/16,77,BYU,Toledo,W 55-53,21,248,0,home,45,338,38,505,41,187,2,12,66,7,82
10/08/16,77,BYU,Michigan St.,W 31-14,29,138,0,away,49,260,21,121,32,85,3,15,78,3,24
10/14/16,77,BYU,Mississippi St.,W 28-21,28,165,1,home,47,146,37,223,49,163,2,9,75,9,84
10/20/16,77,BYU,Boise St.,L 27-28,42,187,0,away,38,135,39,442,35,129,3,22,80,7,61
11/05/16,77,BYU,Cincinnati,W 20-3,25,130,1,away,47,207,32,199,25,96,2,16,72,5,28
11/12/16,77,BYU,FCS,W 37-7,42,441,1,home,40,155,33,144,18,21,4,28,82,6,65
11/19/16,77,BYU,Massachusetts,W 51-9,34,184,0,home,49,247,40,288,20,40,5,33,83,5,64
11/26/16,77,BYU,Utah St.,W 28-10,22,106,2,home,54,249,23,103,28,97,2,11,76,8,68
12/21/16,77,BYU,Wyoming,W 24-21,15,96,1,neutral,35,216,33,207,46,166,0,0,50,5,63
09/02/16,47,Ball State,Georgia St.,W 31-21,29,130,2,away,52,325,40,195,25,77,2,9,81,5,39
09/10/16,47,Ball State,Indiana,L 20-30,30,231,1,away,38,140,27,266,45,187,4,21,68,4,25
09/17/16,47,Ball State,FCS,W 41-14,39,238,0,home,54,193,36,286,27,3,8,42,93,4,35
09/24/16,47,Ball State,Fla. Atlantic,W 31-27,39,262,1,away,41,226,37,324,36,121,3,14,80,1,5
10/01/16,47,Ball State,Northern Ill.,L 24-31,41,276,1,home,44,151,41,298,46,355,1,2,85,2,19
10/08/16,47,Ball State,Central Mich.,L 21-24,30,174,2,away,39,166,32,269,37,153,5,46,69,3,35
10/15/16,47,Ball State,Buffalo,W 31-21,22,212,2,away,59,356,46,306,37,153,1,4,81,5,45
10/22/16,47,Ball State,Akron,L 25-35,34,187,1,home,44,256,41,352,30,177,0,0,78,4,40
11/01/16,47,Ball State,Western Mich.,L 20-52,38,199,2,home,42,298,34,367,28,186,0,0,80,6,55
11/08/16,47,Ball State,Eastern Mich.,L 41-48,51,393,2,home,34,149,72,468,37,154,1,4,85,6,49
11/16/16,47,Ball State,Toledo,L 19-37,49,260,0,away,32,133,39,325,32,179,0,0,81,4,45
11/22/16,47,Ball State,Miami (Ohio),L 20-21,34,188,1,away,40,247,35,380,25,62,7,40,74,4,34
09/02/16,51,Baylor,FCS,W 55-7,29,223,0,home,43,275,19,31,40,47,2,6,72,12,93
09/10/16,51,Baylor,Southern Methodist,W 40-13,48,261,2,home,55,275,44,229,38,176,1,2,103,14,101
09/16/16,51,Baylor,Rice,W 38-10,42,342,1,away,54,296,27,31,42,234,2,10,96,8,85
09/24/16,51,Baylor,Oklahoma St.,W 35-24,28,387,1,home,37,136,46,279,55,213,4,26,65,7,70
10/01/16,51,Baylor,Iowa St.,W 45-42,22,178,0,away,62,469,23,261,54,204,1,5,84,9,79
10/15/16,51,Baylor,Kansas,W 49-7,30,207,0,home,49,246,27,134,48,83,5,26,79,6,38
10/29/16,51,Baylor,Texas,L 34-35,28,226,1,away,68,398,21,291,51,257,3,23,96,10,39
11/05/16,51,Baylor,TCU,L 22-62,43,282,1,home,45,133,31,257,59,431,1,4,88,11,121
11/12/16,51,Baylor,Oklahoma,L 24-45,46,292,2,away,45,212,25,300,50,253,2,18,91,9,55
11/19/16,51,Baylor,Kansas St.,L 21-42,46,258,3,home,33,110,25,177,51,237,3,27,79,9,84
11/25/16,51,Baylor,Texas Tech,L 35-54,47,377,1,neutral,53,257,47,586,32,80,2,16,100,11,78
12/03/16,51,Baylor,West Virginia,L 21-24,31,244,2,away,41,196,26,111,62,311,2,10,72,12,100
12/27/16,51,Baylor,Boise St.,W 31-12,40,375,1,neutral,43,140,51,305,38,83,4,28,83,11,125
09/03/16,66,Boise State,La.-Lafayette,W 45-10,35,426,0,away,38,158,33,186,40,81,5,38,73,7,60
09/10/16,66,Boise State,Washington St.,W 31-28,35,299,3,home,26,121,71,480,20,40,2,11,61,3,35
09/24/16,66,Boise State,Oregon St.,W 38-24,37,238,0,away,42,274,34,191,35,96,6,31,79,6,55
10/01/16,66,Boise State,Utah St.,W 21-10,26,230,0,home,40,154,51,287,25,71,4,22,66,8,101
10/07/16,66,Boise State,New Mexico,W 49-21,30,391,0,away,29,65,15,39,61,382,3,19,59,2,15
10/15/16,66,Boise State,Colorado St.,W 28-23,25,218,0,home,48,226,31,189,36,184,1,5,73,3,19
10/20/16,66,Boise State,Brigham Young,W 28-27,39,442,2,home,35,129,42,187,38,135,4,13,74,8,65
10/29/16,66,Boise State,Wyoming,L 28-30,36,328,1,away,27,159,31,274,49,215,0,0,63,4,24
11/04/16,66,Boise State,San Jose St.,W 45-31,21,219,0,home,54,298,36,278,33,217,1,9,75,2,10
11/12/16,66,Boise State,Hawaii,W 52-16,24,357,0,away,44,246,32,125,32,234,0,0,68,6,55
11/18/16,66,Boise State,UNLV,W 42-25,21,109,0,home,47,271,20,113,44,189,0,0,68,1,10
11/25/16,66,Boise State,Air Force,L 20-27,26,316,0,away,25,84,6,45,77,314,1,13,51,3,27
12/27/16,66,Boise State,Baylor,L 12-31,51,305,2,neutral,38,83,40,375,43,140,2,7,89,3,15
09/03/16,67,Boston College,Georgia Tech,L 14-17,17,144,1,neutral,37,176,15,119,44,119,1,9,54,7,39
09/10/16,67,Boston College,Massachusetts,W 26-7,22,191,1,away,41,153,28,145,33,-23,8,59,63,5,45
09/17/16,67,Boston College,Virginia Tech,L 0-49,29,80,1,away,28,44,27,253,50,223,1,10,57,12,93
09/24/16,67,Boston College,FCS,W 42-10,20,190,0,home,56,300,25,62,22,45,5,46,76,7,85
10/01/16,67,Boston College,Buffalo,W 35-3,27,258,0,home,57,142,23,41,19,26,1,9,84,4,28
10/07/16,67,Boston College,Clemson,L 10-56,24,96,1,home,48,155,26,278,35,230,2,14,72,6,52
10/22/16,67,Boston College,Syracuse,L 20-28,20,64,1,home,40,223,38,434,35,98,5,30,60,8,66
10/29/16,67,Boston College,North Carolina St.,W 21-14,34,218,1,away,44,168,41,307,23,31,2,17,78,6,44
11/05/16,67,Boston College,Louisville,L 7-52,25,150,1,home,37,57,29,305,36,210,2,12,62,6,70
11/11/16,67,Boston College,Florida St.,L 7-45,13,50,0,away,35,96,31,236,39,180,4,37,48,6,50
11/19/16,67,Boston College,Connecticut,W 30-0,19,183,0,home,52,154,30,127,17,-6,4,29,71,9,73
11/26/16,67,Boston College,Wake Forest,W 17-14,23,74,0,away,39,93,33,137,35,150,4,38,62,8,55
12/26/16,67,Boston College,Maryland,W 36-30,23,171,1,neutral,52,177,35,229,34,128,8,57,75,6,46
09/03/16,71,Bowling Green,Ohio St.,L 10-77,44,175,3,away,28,69,39,417,55,359,0,0,72,5,45
09/10/16,71,Bowling Green,FCS,W 27-26,42,327,3,home,34,88,36,219,41,167,3,16,76,5,40
09/17/16,71,Bowling Green,Middle Tenn. St.,L 21-41,32,129,2,home,61,304,30,278,37,158,1,9,93,8,79
09/24/16,71,Bowling Green,Memphis,L 3-77,48,203,4,away,28,91,32,395,45,240,1,11,76,4,59
10/01/16,71,Bowling Green,Eastern Mich.,L 25-28,47,250,1,home,42,206,30,262,45,212,0,0,89,4,48
10/08/16,71,Bowling Green,Ohio,L 24-30,38,253,3,away,39,114,29,203,37,183,0,0,77,7,71
10/15/16,71,Bowling Green,Toledo,L 35-42,38,335,1,away,34,167,30,322,43,219,3,17,72,10,83
10/22/16,71,Bowling Green,Miami (Ohio),L 26-40,49,389,3,home,23,57,35,215,46,214,3,16,72,10,104
11/01/16,71,Bowling Green,Northern Ill.,L 20-45,43,224,2,away,35,90,31,193,49,286,0,0,78,9,84
11/09/16,71,Bowling Green,Akron,W 38-28,23,105,1,away,46,218,24,197,50,177,2,10,69,4,43
11/15/16,71,Bowling Green,Kent St.,W 42-7,24,177,2,home,66,420,28,245,22,9,4,39,90,4,40
11/25/16,71,Bowling Green,Buffalo,W 27-19,21,146,0,home,67,346,36,334,32,67,6,50,88,0,0
09/02/16,86,Buffalo,FCS,L 16-22,34,177,3,home,48,226,21,113,33,125,2,15,82,9,83
09/17/16,86,Buffalo,Nevada,L 14-38,23,130,0,away,35,231,25,169,64,352,0,0,58,4,24
09/24/16,86,Buffalo,Army,W 23-20,31,178,1,home,33,87,10,48,67,396,1,6,64,5,35
10/01/16,86,Buffalo,Boston College,L 3-35,23,41,0,away,19,26,27,258,57,142,2,19,42,5,39
10/08/16,86,Buffalo,Kent St.,L 20-44,40,256,0,home,37,116,13,89,45,341,2,26,77,2,18
10/15/16,86,Buffalo,Ball St.,L 21-31,46,306,0,home,37,153,22,212,59,356,1,12,83,6,49
10/22/16,86,Buffalo,Northern Ill.,L 7-44,41,203,4,away,29,135,30,199,51,312,0,0,70,6,53
10/27/16,86,Buffalo,Akron,W 41-20,21,140,1,home,42,378,42,178,42,128,3,26,63,6,66
11/03/16,86,Buffalo,Ohio,L 10-34,40,308,1,away,38,105,22,216,39,156,1,11,78,8,65
11/12/16,86,Buffalo,Miami (Ohio),L 24-35,40,193,1,home,46,187,14,105,39,204,2,10,86,5,36
11/19/16,86,Buffalo,Western Mich.,L 0-38,22,140,0,away,30,128,37,445,34,181,0,0,52,4,32
11/25/16,86,Buffalo,Bowling Green,L 19-27,36,334,0,away,32,67,21,146,67,346,3,34,68,3,16
08/27/16,107,California,Hawaii,W 51-31,54,441,0,neutral,35,189,34,234,38,248,0,0,89,6,80
09/10/16,107,California,San Diego St.,L 40-45,72,522,3,away,22,82,23,129,47,334,2,9,94,5,55
09/17/16,107,California,Texas,W 50-43,40,396,0,home,40,111,39,261,51,307,3,13,80,6,71
09/24/16,107,California,Arizona St.,L 41-51,56,478,2,away,37,159,30,290,50,164,4,17,93,8,60
10/01/16,107,California,Utah,W 28-23,35,306,1,home,14,56,43,266,54,176,1,4,49,8,65
10/08/16,107,California,Oregon St.,L 44-47,45,124,1,away,44,317,24,85,50,474,0,0,89,10,85
10/21/16,107,California,Oregon,W 52-49,61,325,0,home,57,311,40,258,45,192,1,10,118,14,145
10/27/16,107,California,Southern California,L 24-45,53,333,1,away,30,142,25,231,48,398,1,11,83,7,65
11/05/16,107,California,Washington,L 27-66,47,262,3,home,27,100,29,417,44,287,2,12,74,9,93
11/12/16,107,California,Washington St.,L 21-56,53,425,1,away,30,100,55,400,31,253,0,0,83,10,120
11/19/16,107,California,Stanford,L 31-45,57,393,0,home,24,90,23,198,50,357,1,8,81,4,45
11/26/16,107,California,UCLA,W 36-10,48,301,0,home,54,195,30,176,24,84,3,24,102,2,25
09/01/16,129,Central Michigan,FCS,W 49-3,27,237,2,home,38,255,22,82,33,44,2,17,65,7,56
09/10/16,129,Central Michigan,Oklahoma St.,W 30-27,43,368,1,away,26,50,44,288,26,50,4,29,69,5,60
09/17/16,129,Central Michigan,UNLV,W 44-21,35,352,0,home,34,147,41,131,38,182,1,11,69,4,40
09/24/16,129,Central Michigan,Virginia,L 35-49,45,402,1,away,34,93,43,421,26,148,0,0,79,4,50
10/01/16,129,Central Michigan,Western Mich.,L 10-49,29,178,1,home,33,99,21,170,41,254,0,0,62,5,60
10/08/16,129,Central Michigan,Ball St.,W 24-21,32,269,0,home,37,153,30,174,39,166,3,13,69,7,49
10/15/16,129,Central Michigan,Northern Ill.,W 34-28,35,254,2,away,50,230,30,165,37,174,0,0,85,4,50
10/22/16,129,Central Michigan,Toledo,L 17-31,33,247,1,away,23,97,32,264,37,140,1,6,56,6,77
10/29/16,129,Central Michigan,Kent St.,L 24-27,43,244,3,home,30,105,18,102,42,228,3,14,73,4,45
11/04/16,129,Central Michigan,Miami (Ohio),L 17-37,32,242,1,away,23,50,21,218,41,218,1,12,55,4,45
11/15/16,129,Central Michigan,Ohio,W 27-20,32,268,0,home,31,18,36,208,36,149,3,15,63,5,48
11/22/16,129,Central Michigan,Eastern Mich.,L 21-26,35,256,1,away,26,127,37,355,32,183,1,8,61,2,10
12/19/16,129,Central Michigan,Tulsa,L 10-55,50,272,3,neutral,22,83,39,320,46,261,1,4,72,5,40
09/01/16,458,Charlotte,Louisville,L 14-70,32,160,0,away,31,48,35,391,35,272,0,0,63,13,118
09/10/16,458,Charlotte,FCS,W 47-14,34,274,0,home,35,232,50,322,35,97,1,7,69,8,95
09/17/16,458,Charlotte,Eastern Mich.,L 19-37,44,199,2,home,39,157,31,285,30,72,1,3,83,7,81
09/24/16,458,Charlotte,Temple,L 20-48,42,198,0,away,42,231,32,297,34,210,0,0,84,5,40
10/01/16,458,Charlotte,Old Dominion,L 17-52,36,176,1,home,49,178,29,274,40,207,0,0,85,5,25
10/09/16,458,Charlotte,Fla. Atlantic,W 28-23,17,223,1,away,48,219,42,212,41,174,0,0,65,5,37
