TEAM,OPASS,ORUSH,OINT,DPASS,DRUSH,TPEN
M-OH,6.974376376988263,4.071037338919639,0.028097017984705486,6.9126560096384795,4.247118159790625,1.0014177022191944
MEM,8.913583388202396,5.398650056971586,0.021839507380329914,7.330365853458683,4.353555944592359,1.0664800306063156
MIA,6.545841360140304,4.63959212951477,0.04117796141029951,6.460681790620398,3.353477234975472,0.7402441983563403
MICH,5.175615296047031,4.299082366649474,0.024660759353687393,6.334431330224453,3.309112767827579,0.8705207853801394
MINN,5.587672233060197,4.026447108137382,0.05166387013369772,6.309065934065934,4.59585231642275,0.4374900828828745
MISS,7.708442604698251,4.288623337563721,0.03285091371021668,8.271762746480489,5.365345138281124,0.9465825021599291
MIZ,8.44655291913553,4.79846681487642,0.034185030750523225,7.642353985403555,3.8547359765400824,0.8606752324978976
MRSH,6.743141223966124,3.947554775803078,0.029637724736698054,6.816157355297627,3.2839639464623143,0.8894617572167178
MSST,5.649474823005679,5.171049274569945,0.042056658891336314,8.513869114382876,4.0102728295178185,0.7165201823330279
MSU,5.791458949180089,3.8602114983848477,0.019881048555328594,6.100153820714885,3.043612108413597,0.7873687182014083
MTSU,6.29445915847316,4.0581104988983565,0.03523608146747105,6.570596892302168,3.289950024398851,0.8982813927661495
NAVY,7.223068598068599,5.477569268005287,0.14452477347214188,9.528379176328222,4.1565124835251614,0.5696726284287554
NCST,7.212491130306805,4.354459173326363,0.012491179991179992,6.879613389725158,3.794556327160493,0.7343361987234364
ND,5.7848271863389575,6.051832157765089,0.026975185651492654,6.227699804730606,3.855910772213285,0.6985931188661014
NEB,6.523806574649611,3.3756534461308987,0.03654481699438408,7.271405748902937,5.279760385929915,0.8852038129070032
NEV,6.9742104503642395,4.19100475194667,0.0339422702295124,8.530098952290855,4.471618679425462,0.6462020702139724
NIU,5.464685060132631,3.948762713302082,0.02470896549843919,6.7880898249925155,3.0688884371442513,0.5996845413393075
NMSU,6.307966298730207,3.7153762818914426,0.03471957937390007,6.791020133833664,4.050554198100143,0.7372278121903618
NW,5.7774481422718305,3.861221982074698,0.024881242594129462,6.454897847692818,3.2026066558006976,0.6240534879182107
ODU,5.153084097711681,4.310845539741643,0.03498802123802124,7.6461429945175015,4.569713378618354,0.5473517606282674
OHIO,6.964805031924597,5.83807879748182,0.029631518551574653,7.200131000673636,3.4395726234540263,0.6867113675167568
OKLA,10.996057139856124,5.578393659320781,0.012346401975424316,7.404020040082422,4.2770702314562445,0.8576758073691032
OKST,9.602665231943943,4.643029743281291,0.01761200297913891,7.946835286291461,3.334843668622492,0.6047026525757049
ORE,5.799625735732132,4.927177788869463,0.04864795698129032,6.870677769051024,3.500705331631284,1.2355010681577345
ORST,5.560339892240154,3.895429520544953,0.031592634531252266,9.272362711678726,5.22839542808313,1.1162033923797219
OSU,7.512912767576732,5.824976840786491,0.023773239913174146,5.348637529763359,2.8060391184767752,0.9244190219458214
PITT,6.35631544945046,3.6167486407406897,0.02220974393923396,7.579564505572909,3.897489547190946,0.6169684084147021
PSU,7.636020158624313,4.884584246745937,0.020428825912091664,5.9710021953259105,3.4207200362569625,0.5417413649027591
PUR,6.016986768993065,4.0190686546273735,0.01944596695656109,7.251053016046748,3.4009606894587066,0.7374138195024819
RICE,5.907739620245144,4.505975162726014,0.06738059575682125,7.873353976485924,4.760667048167048,0.6378657965543212
RUTG,4.249851680886163,3.4975080427535947,0.03760297644145194,7.641183403776011,4.662106104100686,0.8662061023772011
SC,6.066689620255862,3.468530744324314,0.03136063249209801,6.79439904696601,3.703903460357744,0.6479938929632849
SDSU,6.049237659984943,5.859969055424213,0.01987734487734488,6.2520090162824715,3.598243743480142,0.9907120382220914
SJSU,4.723060626362335,2.9143664883842457,0.05523517806769038,8.477662989100411,5.554132833933925,0.7920129781308725
SMU,7.230182059578282,4.934024378098829,0.02945459802932955,8.630492699796022,4.83102507186748,0.8233074570136273
STAN,6.5316417965787705,5.883427149791241,0.02312793027078741,7.499463887135524,4.726644163541825,0.7871074250625709
SYR,5.567927722981078,4.032725735840709,0.0346039396392577,8.35871100720738,5.2445453255422345,0.6192712217786485
TAMU,6.554553048394961,3.745416308052686,0.03024099788421739,7.000630717831957,4.0881421260342625,0.6302168903858233
TCU,7.037965528625237,4.402026942541016,0.016797585357774186,7.364050092432108,3.098982569773756,0.8021369905742899
TEM,6.699553889512615,3.875149794872057,0.03681818181818182,6.660289109321617,4.2936944599239455,0.9908666545964868
TENN,4.834808367199671,3.3696011366673364,0.030394013101522985,7.099831230812773,5.510241956471879,0.6854224973838037
TEX,5.960812230411881,3.345691275471105,0.02216594997692923,7.927843676347823,2.7833759425217406,0.8805610950802124
TLSA,6.302266581942283,4.956053396665679,0.02965234172647868,10.824810478108171,5.876325067493849,0.8336585585965398
TOL,8.91682468445537,4.870972080050877,0.019846338811856053,6.897481736279058,4.58683367519088,1.039127890528771
TROY,7.181845049002046,4.376472501759224,0.014440441463635779,7.19797619047619,2.7964661697274322,0.7836313654011584
TTU,6.901230726305147,3.813503145392216,0.02364965740421285,7.353163935610518,4.29089740051018,0.9572071835475158
TULN,6.307869655857272,4.768947048607337,0.03076953748006379,8.602051386164426,5.573420790342727,0.6865228861000855
TXST,5.267833955015619,3.2580074453502887,0.02959400987143548,9.051879549801628,3.8140953946427527,0.5001554188308551
UAB,5.817164791046902,4.279135412876308,0.01974657660141531,6.585902357482193,4.824769330031935,0.7507673186206351
UCF,9.894531220848098,5.2982346357346355,0.020996252851091562,7.406272235090153,4.254544396387617,0.9546790109123952
UCLA,7.495054589002607,3.8508770687151577,0.01695961808100309,7.352827014041647,5.731863976975438,1.056496552578082
UGA,8.410620279442652,5.81612220553126,0.03632525291283622,5.696672545936219,3.670148541623476,0.8937334560403694
UK,6.196890595015887,4.129230382034986,0.01890962869223739,7.95432247397829,4.580666851923482,0.7708967016389293
ULL,6.029429545406571,4.956830747768498,0.03340186254624758,8.731277636698469,4.9547854266566755,0.6181117017438787
ULM,7.728014095067437,4.349339577896264,0.022118245963354658,9.314355642922093,5.56257639249669,0.607720558827198
UMASS,6.689592568265732,3.9542975474932236,0.014852877600170877,6.97995898535826,4.712346534055889,0.7489517906790379
UMD,5.152152068792268,3.906358283492966,0.028891831852358166,6.711748226992554,4.653557894653536,1.0508420349137089
UNC,5.2523659347914355,3.5388132420938745,0.048204696598965376,7.419774190686365,4.632013041565683,1.1234152533758797
UNLV,6.456341655916979,5.120316172199872,0.03264252989326303,7.223198815626262,5.24664735805135,0.5238863979272389
UNM,5.094840604479351,4.926609178815654,0.07230760725342768,8.223237192111121,4.7858558646602125,0.8046614921284168
UNT,6.847928721248575,3.9390137926295696,0.02897037524133421,7.956335482894295,4.675935764230158,0.6569762916521176
USA,5.67162458438732,2.8086946036303746,0.0356085190077285,8.204300773527072,3.9429867497001494,0.8066634360912018
USC,7.99215471649783,4.65869455974303,0.027821212417973085,6.916926018977371,4.224128722511717,0.9678226233855496
USF,7.368281218233419,5.1950667677940405,0.014352745602745604,6.700438792115037,3.3600691788258983,1.093725525856758
USM,6.799491594854165,4.846234710708394,0.016565623109187032,6.801190877484809,3.649127799684018,0.9672437705955758
USU,5.923360767530518,4.425034478762333,0.029241776955191586,6.2926574921216485,4.508425232882955,0.830481995299888
UTAH,6.6723755241374905,3.7941044479660757,0.029980359147025817,6.246345175626472,3.822872725060247,0.7584524757924495
UTEP,4.161781606088796,3.0826386779511785,0.0407191376771752,7.731394923138267,5.35042098737069,0.9257900056587424
UTSA,5.721193924517722,4.529439638951834,0.02086161743138487,7.158605648335782,3.8239132926171693,0.8345404818959731
UVA,5.707006320686943,2.9611516780419627,0.022715676640095245,6.359534582294017,4.509638595476232,0.7009139262509606
VAN,6.659669833117598,3.3540478305248738,0.02214593629573998,7.751382354016768,4.670835645661162,0.801186327885575
VT,6.889338632046878,3.8236861381053573,0.022246089433589435,7.840569983982973,3.2995347747157275,0.5715312668984782
WAKE,7.773124920993585,4.347684953823394,0.01477299253034547,6.679597419416091,4.216666872170968,0.5923708239315183
WASH,7.399711142729576,4.737056854299561,0.017749643717135975,6.045771008575887,2.5627831164067194,0.5394005043762576
WIS,7.637203925982122,4.850720448980988,0.05079282131026449,5.777252556258881,3.1020071007465964,0.748493767035007
WKU,6.3573676916573865,1.7753233371187196,0.018806126835964485,6.855946560678636,4.537496111798815,0.7185572748559769
WMU,5.562986616267408,4.4050033828533195,0.02763956894149862,7.303664227409536,4.330881484868964,0.677357821362336
WSU,5.776407605714003,2.436453933277801,0.028800716568065887,6.846048269851026,4.209150113371716,0.6828793309793145
WVU,7.813715693258243,3.84734370277094,0.02801291942154438,8.033600474159817,5.0569356840627995,0.8445333862718001
WYO,5.381190139438879,3.2491281846428315,0.021263932623581745,6.937551128373929,3.3636710492368507,0.6615253493171608
