LABEL,HOME,OPASS,ORUSH,OINT,DPASS,DRUSH,TPEN
W,0,8.24390243902439,4.892857142857143,0.024390243902439025,6.375,3.8,0.8695652173913043
W,1,8.425,4.088888888888889,0.025,5.897435897435898,0.5625,0.8352941176470589
W,1,5.4324324324324325,4.794117647058823,0.0,3.7777777777777777,3.8055555555555554,1.1126760563380282
W,0,7.868421052631579,3.433333333333333,0.05405405405405406,7.148148148148148,2.883720930232558,1.835820895522388
W,1,7.588235294117647,4.428571428571429,0.0,7.045454545454546,2.6,0.7741935483870968
L,0,5.25,0.8214285714285714,0.047619047619047616,8.947368421052632,4.705882352941177,1.2
W,1,7.181818181818182,6.212121212121212,0.0,7.9772727272727275,3.6129032258064515,0.6
W,0,10.08108108108108,4.628571428571429,0.02857142857142857,7.5,4.517241379310345,0.9571428571428572
W,1,9.181818181818182,2.810810810810811,0.0,4.324324324324325,4.285714285714286,0.746268656716418
W,0,8.05,3.5,0.02702702702702703,4.9,6.333333333333333,0.9315068493150684
L,0,5.0,7.133333333333334,0.12195121951219512,8.297297297297296,3.085714285714286,1.1971830985915493
L,0,6.6875,3.625,0.021739130434782608,9.285714285714286,3.25,0.9743589743589743
W,1,11.642857142857142,5.586206896551724,0.07142857142857142,6.090909090909091,5.864406779661017,0.5789473684210527
W,0,8.054054054054054,4.340909090909091,0.027777777777777776,6.644444444444445,4.25,0.5
W,0,9.115384615384615,5.333333333333333,0.0,6.36,5.333333333333333,0.22388059701492538
W,1,7.138888888888889,4.27027027027027,0.0,7.375,5.0285714285714285,0.1388888888888889
W,0,7.193548387096774,5.454545454545454,0.0,4.612903225806452,0.7368421052631579,0.6756756756756757
W,0,5.666666666666667,5.0,0.045454545454545456,5.451612903225806,5.382352941176471,1.1451612903225807
W,1,7.303030303030303,6.791666666666667,0.03125,6.18,2.310344827586207,0.0
W,1,12.666666666666666,5.475,0.0,5.2272727272727275,5.517241379310345,0.0
W,0,12.041666666666666,5.131578947368421,0.041666666666666664,6.0476190476190474,2.923076923076923,0.0
W,0,6.875,5.948717948717949,0.0,7.666666666666667,3.025,0.5737704918032787
W,1,10.423076923076923,4.162790697674419,0.0,5.722222222222222,4.892857142857143,0.07352941176470588
L,0,6.959183673469388,3.707317073170732,0.020833333333333332,7.103448275862069,3.6538461538461537,0.5056179775280899
L,0,4.290322580645161,2.7857142857142856,0.034482758620689655,7.423076923076923,6.859375,0.43859649122807015
L,1,4.75,2.764705882352941,0.06666666666666667,6.111111111111111,3.5454545454545454,0.921875
W,1,7.117647058823529,10.142857142857142,0.0,6.921052631578948,1.9743589743589745,1.293103448275862
L,0,7.296296296296297,3.9302325581395348,0.0,5.434782608695652,4.891304347826087,1.1323529411764706
L,1,2.1785714285714284,4.7317073170731705,0.0,11.088235294117647,3.7413793103448274,0.208955223880597
W,1,8.96551724137931,2.94,0.0,4.2926829268292686,4.5,0.5131578947368421
L,0,5.310344827586207,1.3548387096774193,0.0,11.9,3.7758620689655173,1.0344827586206897
L,0,4.869565217391305,6.545454545454546,0.0,7.304347826086956,4.351351351351352,0.7358490566037735
L,1,6.358974358974359,3.522727272727273,0.02857142857142857,8.64102564102564,4.5,1.0759493670886076
L,0,1.826086956521739,6.931034482758621,0.05,8.108108108108109,4.127659574468085,1.469387755102041
W,1,10.478260869565217,5.173076923076923,0.0,8.133333333333333,3.0476190476190474,0.6666666666666666
L,0,4.111111111111111,5.325581395348837,0.0625,6.18,2.3333333333333335,0.6779661016949152
W,1,7.208333333333333,4.848484848484849,0.0,5.666666666666667,2.861111111111111,1.3035714285714286
W,0,9.487179487179487,1.0857142857142856,0.02702702702702703,7.40625,4.365384615384615,0.9583333333333334
W,1,10.21875,3.0,0.03225806451612903,6.733333333333333,3.2777777777777777,0.26666666666666666
W,0,5.666666666666667,5.294117647058823,0.03333333333333333,4.705882352941177,3.5757575757575757,1.390625
W,1,7.529411764705882,3.5806451612903225,0.0,6.105263157894737,1.6,0.9846153846153847
W,0,5.209302325581396,3.1041666666666665,0.024390243902439025,3.161290322580645,5.190476190476191,1.1235955056179776
W,0,9.2,6.545454545454546,0.034482758620689655,3.6129032258064515,0.9743589743589743,1.4516129032258065
W,1,10.904761904761905,2.9166666666666665,0.023809523809523808,6.365853658536586,2.0952380952380953,1.4743589743589745
W,0,6.176470588235294,8.289473684210526,0.0,7.758620689655173,2.810810810810811,0.3611111111111111
W,0,7.86,2.6923076923076925,0.0625,4.7254901960784315,4.114285714285714,0.6756756756756757
W,1,9.92,7.235294117647059,0.04,5.702702702702703,2.3714285714285714,0.8305084745762712
L,0,5.72972972972973,1.4,0.02857142857142857,5.472222222222222,5.392156862745098,0.45454545454545453
W,0,5.888888888888889,4.8936170212765955,0.0,6.380952380952381,3.5,0.0
L,1,3.2564102564102564,2.926829268292683,0.05555555555555555,5.615384615384615,4.05,0.2077922077922078
W,1,5.093023255813954,4.833333333333333,0.07317073170731707,4.03125,3.6176470588235294,0.2727272727272727
W,0,8.134615384615385,5.0,0.0196078431372549,6.606060606060606,1.5909090909090908,0.7654320987654321
W,1,5.0285714285714285,2.2162162162162162,0.09375,3.3333333333333335,3.9473684210526314,0.2753623188405797
L,0,4.674418604651163,1.9047619047619047,0.07142857142857142,7.933333333333334,3.1666666666666665,0.6349206349206349
L,1,2.9743589743589745,4.0,0.0,7.636363636363637,2.806451612903226,0.43478260869565216
W,1,3.3043478260869565,4.073170731707317,0.0,4.913043478260869,3.142857142857143,1.4285714285714286
W,0,6.142857142857143,3.74468085106383,0.037037037037037035,6.625,3.0416666666666665,0.6891891891891891
W,0,3.5161290322580645,2.2045454545454546,0.0,4.5,2.3214285714285716,0.352112676056338
W,1,5.461538461538462,4.2682926829268295,0.0,6.315789473684211,-0.23076923076923078,0.6363636363636364
L,0,4.708333333333333,1.875,0.046511627906976744,4.421052631578948,2.830188679245283,0.5671641791044776
L,0,5.277777777777778,3.710526315789474,0.05555555555555555,6.05,2.1944444444444446,0.4594594594594595
W,0,3.8636363636363638,2.2857142857142856,0.023809523809523808,5.176470588235294,3.6857142857142855,0.7714285714285715
L,1,5.5,4.923076923076923,0.022222222222222223,9.32,3.6444444444444444,0.0
L,0,4.7368421052631575,2.861111111111111,0.027777777777777776,7.826086956521739,4.848484848484849,0.7638888888888888
W,0,6.358974358974359,2.525,0.0,3.875,5.1891891891891895,0.7894736842105263
L,1,7.833333333333333,3.2413793103448274,0.0,8.766666666666667,3.8684210526315788,1.2698412698412698
W,0,5.809523809523809,6.481481481481482,0.023809523809523808,4.735294117647059,4.904761904761905,0.7391304347826086
L,1,5.405405405405405,3.076923076923077,0.029411764705882353,5.375,5.069767441860465,1.6833333333333333
L,0,3.9545454545454546,3.4545454545454546,0.0,3.75,4.087719298245614,0.3488372093023256
W,1,8.375,5.673913043478261,0.08333333333333333,6.84375,6.166666666666667,0.8714285714285714
W,0,6.121212121212121,2.735294117647059,0.0,6.266666666666667,1.4285714285714286,0.875
L,1,6.333333333333333,2.9574468085106385,0.030303030303030304,7.2439024390243905,2.96,0.4625
W,0,6.416666666666667,6.391304347826087,0.029411764705882353,3.35,3.4864864864864864,0.8875
W,1,11.333333333333334,5.26,0.0,5.378378378378378,2.576923076923077,0.9090909090909091
L,0,5.648648648648648,3.90625,0.029411764705882353,7.088235294117647,3.5806451612903225,0.9090909090909091
W,1,8.023255813953488,3.2580645161290325,0.023809523809523808,8.636363636363637,3.8518518518518516,0.7671232876712328
L,0,4.909090909090909,1.4,0.025,9.755555555555556,5.206896551724138,0.4
L,0,6.861111111111111,2.2,0.0,5.846153846153846,5.333333333333333,0.5396825396825397
L,1,4.25,4.157894736842105,0.02857142857142857,5.476190476190476,3.0588235294117645,0.6712328767123288
W,1,5.9,1.3666666666666667,0.0,8.666666666666666,5.925925925925926,0.5384615384615384
W,0,4.5,6.021739130434782,0.0,10.0,4.379310344827586,0.5072463768115942
W,1,7.96875,6.352941176470588,0.0,5.4772727272727275,4.896551724137931,1.8
W,0,6.125,3.9298245614035086,0.0,7.7631578947368425,5.264705882352941,0.3125
W,0,6.386363636363637,2.96,0.024390243902439025,7.2727272727272725,2.9574468085106385,0.5303030303030303
L,1,7.0,4.393939393939394,0.0,4.956521739130435,7.090909090909091,0.359375
W,0,6.6,3.6538461538461537,0.0,7.3125,3.707317073170732,0.7272727272727273
L,0,4.555555555555555,1.263157894736842,0.023255813953488372,8.166666666666666,7.3061224489795915,0.4032258064516129
W,1,8.387096774193548,5.638888888888889,0.06666666666666667,6.6875,2.6129032258064515,1.0151515151515151
W,0,4.75,9.775,0.0,3.6666666666666665,1.6285714285714286,1.03125
L,0,6.107692307692307,1.6521739130434783,0.016666666666666666,7.8,3.0,0.9036144578313253
W,1,6.115384615384615,6.3,0.0,6.277777777777778,2.717391304347826,0.44642857142857145
W,1,6.689655172413793,2.393939393939394,0.03571428571428571,4.714285714285714,2.21875,0.5409836065573771
L,0,5.051724137931035,4.782608695652174,0.03571428571428571,8.333333333333334,4.365853658536586,0.620253164556962
W,1,5.32,5.523809523809524,0.0,5.780487804878049,0.7272727272727273,1.015625
W,1,5.275,3.3,0.02564102564102564,2.625,4.12,1.0759493670886076
L,0,2.9714285714285715,1.0384615384615385,0.03225806451612903,7.933333333333334,4.805555555555555,0.8771929824561403
L,0,3.15625,2.8333333333333335,0.037037037037037035,5.178571428571429,4.619047619047619,0.8596491228070176
W,1,7.166666666666667,7.552631578947368,0.09090909090909091,8.0,3.324324324324324,0.5102040816326531
W,1,4.625,9.795454545454545,0.0,3.84,2.3636363636363638,0.7575757575757576
W,0,5.761904761904762,7.233333333333333,0.0,4.7317073170731705,3.71875,0.19607843137254902
L,0,5.311111111111111,2.6818181818181817,0.022727272727272728,8.757575757575758,7.305555555555555,0.4696969696969697
W,0,8.13953488372093,2.121212121212121,0.0,11.06060606060606,4.228571428571429,0.6933333333333334
L,0,5.5,3.9210526315789473,0.045454545454545456,7.25,2.8620689655172415,0.6951219512195121
W,1,5.846153846153846,5.333333333333333,0.0,8.181818181818182,2.2,0.8615384615384616
W,1,7.551724137931035,1.375,0.0,5.09375,4.0588235294117645,0.7692307692307693
W,1,11.3,4.2926829268292686,0.034482758620689655,8.88679245283019,2.130434782608696,1.3571428571428572
W,0,6.526315789473684,3.2444444444444445,0.0,8.307692307692308,4.65625,0.3048780487804878
W,0,7.216666666666667,1.1935483870967742,0.018867924528301886,8.52,6.325581395348837,1.0
W,0,6.103448275862069,4.918367346938775,0.0,7.578947368421052,2.2857142857142856,0.5333333333333333
L,1,6.666666666666667,3.025,0.022222222222222223,7.954545454545454,5.948717948717949,0.6705882352941176
L,0,9.125,5.709677419354839,0.02631578947368421,6.45,4.0,1.0144927536231885
L,0,6.024390243902439,4.096774193548387,0.025,8.5,3.111111111111111,0.6338028169014085
L,0,4.7555555555555555,3.0,0.047619047619047616,10.394736842105264,4.4772727272727275,0.9014084507042254
W,1,10.041666666666666,4.903225806451613,0.0,5.340909090909091,2.2,1.2727272727272727
W,0,8.473684210526315,3.3548387096774195,0.0,6.0476190476190474,3.1515151515151514,1.0869565217391304
W,0,4.413793103448276,4.413043478260869,0.038461538461538464,4.8108108108108105,2.903225806451613,0.3472222222222222
W,1,6.393939393939394,3.129032258064516,0.0,5.333333333333333,2.1379310344827585,1.9166666666666667
L,0,4.372549019607843,1.5789473684210527,0.06382978723404255,4.666666666666667,4.25,0.5757575757575758
W,1,8.866666666666667,3.108108108108108,0.03571428571428571,5.612903225806452,4.666666666666667,0.5538461538461539
W,0,4.636363636363637,2.484848484848485,0.0,5.7631578947368425,2.3333333333333335,1.4444444444444444
W,0,7.611111111111111,4.225806451612903,0.027777777777777776,5.828571428571428,3.2432432432432434,0.6268656716417911
W,1,8.735294117647058,2.289473684210526,0.0,7.896551724137931,1.3461538461538463,0.6571428571428571
W,1,5.1875,4.516129032258065,0.022727272727272728,2.5652173913043477,5.62962962962963,1.4266666666666667
W,0,5.766666666666667,4.212121212121212,0.07142857142857142,6.5476190476190474,1.875,0.9508196721311475
L,0,7.0,3.380952380952381,0.12121212121212122,6.086956521739131,4.6909090909090905,0.5555555555555556
L,0,4.324324324324325,0.0,0.029411764705882353,6.0,4.78,0.8958333333333334
W,1,9.357142857142858,5.724137931034483,0.03571428571428571,5.241379310344827,3.4871794871794872,1.3157894736842106
L,1,6.304347826086956,5.390243902439025,0.045454545454545456,5.733333333333333,4.241379310344827,0.7936507936507936
L,0,4.184210526315789,0.9130434782608695,0.02857142857142857,5.166666666666667,3.391304347826087,1.0172413793103448
L,1,5.818181818181818,2.125,0.125,7.583333333333333,3.980769230769231,0.6428571428571429
W,0,6.828571428571428,2.806451612903226,0.09090909090909091,2.9743589743589745,4.0,0.546875
L,0,4.585365853658536,2.1944444444444446,0.02857142857142857,5.666666666666667,7.388888888888889,0.4084507042253521
W,1,7.046511627906977,3.4146341463414633,0.0,3.1481481481481484,2.8620689655172415,0.8227848101265823
W,0,4.689655172413793,1.435897435897436,0.0,4.102564102564102,1.25,0.5147058823529411
W,1,8.523809523809524,3.9148936170212765,0.0,4.51063829787234,3.5384615384615383,0.640625
L,0,3.857142857142857,0.15384615384615385,0.05405405405405406,6.555555555555555,3.5714285714285716,0.7936507936507936
W,1,7.379310344827586,4.25,0.034482758620689655,4.921052631578948,2.730769230769231,0.8923076923076924
W,1,4.6,4.155555555555556,0.030303030303030304,2.8666666666666667,5.980769230769231,0.7051282051282052
L,0,3.025,3.3513513513513513,0.027777777777777776,5.409090909090909,5.630434782608695,0.3287671232876712
L,1,4.682926829268292,1.75,0.0,8.733333333333333,3.6739130434782608,0.4090909090909091
L,0,3.3636363636363638,2.324324324324324,0.06666666666666667,7.529411764705882,3.775,0.44776119402985076
W,1,3.6666666666666665,4.333333333333333,0.04,5.780487804878049,4.869565217391305,0.6585365853658537
L,0,3.282051282051282,1.1714285714285715,0.0,7.55,5.7272727272727275,0.4057971014492754
L,0,5.428571428571429,4.511627906976744,0.08823529411764706,6.903225806451613,2.8484848484848486,0.7922077922077922
W,1,6.404761904761905,4.625,0.024390243902439025,7.413793103448276,4.2727272727272725,0.684931506849315
L,1,4.175,3.8,0.0,9.434782608695652,5.65,0.6164383561643836
L,0,6.935483870967742,1.9090909090909092,0.11538461538461539,8.807692307692308,3.4901960784313726,0.2916666666666667
L,0,3.7209302325581395,2.730769230769231,0.05263157894736842,7.379310344827586,4.25,0.28125
W,1,7.388888888888889,3.65,0.0,7.037037037037037,4.2272727272727275,0.6891891891891891
L,0,4.85,2.717391304347826,0.08333333333333333,6.115384615384615,6.3,0.36585365853658536
W,1,11.956521739130435,4.909090909090909,0.0,6.653846153846154,5.2727272727272725,1.123076923076923
L,1,3.341463414634146,0.39285714285714285,0.05714285714285714,6.384615384615385,3.282608695652174,0.47619047619047616
L,0,4.512820512820513,3.5483870967741935,0.02631578947368421,8.222222222222221,8.837837837837839,0.18840579710144928
W,0,8.705882352941176,6.393939393939394,0.0,5.03030303030303,6.647058823529412,0.5970149253731343
L,1,6.605263157894737,4.517241379310345,0.0,11.114285714285714,4.628571428571429,1.3846153846153846
L,0,6.2368421052631575,3.433333333333333,0.05555555555555555,21.375,5.568627450980392,0.5303030303030303
W,1,8.25,3.5348837209302326,0.07407407407407407,5.230769230769231,5.166666666666667,0.42857142857142855
W,0,8.137931034482758,4.894736842105263,0.06896551724137931,5.116279069767442,4.644444444444445,0.8208955223880597
W,0,8.161290322580646,9.282051282051283,0.03333333333333333,8.08695652173913,6.358974358974359,0.8695652173913043
W,0,3.6956521739130435,5.327272727272727,0.045454545454545456,6.071428571428571,3.764705882352941,0.4805194805194805
W,1,7.625,7.2075471698113205,0.0,4.947368421052632,2.2142857142857144,0.14705882352941177
W,1,5.434782608695652,4.891304347826087,0.08695652173913043,8.32,3.9302325581395348,0.2898550724637681
W,0,3.869565217391304,3.738095238095238,0.0,8.233333333333333,6.365853658536586,0.6451612903225806
L,0,4.644444444444445,4.2,0.06818181818181818,7.3125,4.424242424242424,1.1547619047619047
L,0,10.590909090909092,3.25,0.0,6.228571428571429,2.235294117647059,1.0178571428571428
W,1,4.395348837209302,4.25,0.0,5.51063829787234,1.5789473684210527,0.9358974358974359
L,1,4.486486486486487,4.76,0.08108108108108109,6.722222222222222,4.235294117647059,0.08064516129032258
W,0,3.875,5.886363636363637,0.0,2.217391304347826,2.6666666666666665,0.5932203389830508
L,0,4.038461538461538,3.2325581395348837,0.0,6.888888888888889,3.324324324324324,1.164179104477612
L,1,2.5806451612903225,5.113636363636363,0.16129032258064516,7.421052631578948,2.5588235294117645,0.26666666666666666
W,0,4.0,7.3061224489795915,0.0,4.953488372093023,1.263157894736842,0.5272727272727272
L,1,5.6938775510204085,4.045454545454546,0.0,7.606060606060606,2.8518518518518516,0.42857142857142855
W,1,8.210526315789474,2.323529411764706,0.0,15.0,4.5,0.17142857142857143
W,1,4.243243243243243,2.27027027027027,0.06060606060606061,4.619047619047619,3.3333333333333335,0.5
L,0,2.6774193548387095,1.75,0.034482758620689655,16.428571428571427,3.7966101694915255,0.9183673469387755
L,1,5.285714285714286,3.227272727272727,0.0,7.388888888888889,5.310344827586207,0.6794871794871795
W,0,4.512195121951219,0.7777777777777778,0.0,6.774193548387097,2.53125,0.9444444444444444
L,0,8.142857142857142,3.918918918918919,0.07407407407407407,7.483870967741935,2.604651162790698,0.671875
L,1,6.096153846153846,3.357142857142857,0.0,8.72,4.676470588235294,0.6
